"title","lat","lon","school"
"Minneapolis Public School District, MN",44.99928,-93.296401,0
"Minneota Public School District, MN",44.563748,-95.980546,0
"Montevideo Public School District, MN",44.939394,-95.702647,0
"Monticello Public School District, MN",45.3006,-93.7848,0
"Moorhead Public School District, MN",46.8505,-96.756908,0
"Moose Lake Public School District, MN",46.454587,-92.756287,0
"Mora Public School District, MN",45.878306,-93.292895,0
"Westonka Public School District, MN",44.95453,-93.671321,0
"Mounds View Public School District, MN",45.07872,-93.115401,0
"Mountain Lake Public Schools, MN",43.941917,-94.925586,0
"Nashwauk-Keewatin School District, MN",47.375605,-93.166524,0
"Nevis Public School District, MN",46.966323,-94.844853,0
"New London-Spicer School District, MN",45.292839,-94.945733,0
"New Prague Area Schools, MN",44.54744,-93.578461,0
"New Ulm Public School District, MN",44.3121,-94.462981,0
"New York Mills Public School District, MN",46.521811,-95.37871,0
"Marshall County Central Schools, MN",48.357418,-96.332785,0
"Nicollet Public School District, MN",44.272564,-94.186131,0
"North Branch Public Schools, MN",45.50963,-92.970411,0
"North St. Paul-Maplewood School District, MN",45.016521,-92.993984,0
"Northfield Public School District, MN",44.444911,-93.164077,0
"Central Public School District, MN",44.773938,-93.922808,0
"Ogilvie Public School District, MN",45.826278,-93.432649,0
"Onamia Public School District, MN",46.061083,-93.673941,0
"Orono Public School District, MN",44.991649,-93.596207,0
"Osakis Public School District, MN",45.865397,-95.151823,0
"Osseo Public School District, MN",45.1236,-93.4238,0
"Owatonna Public School District, MN",44.08411,-93.237311,0
"Park Rapids Public School District, MN",46.924618,-95.063754,0
"Parkers Prairie Public School District, MN",46.1497,-95.328116,0
"Paynesville Public School District, MN",45.3789,-94.7159,0
"Pelican Rapids Public School District, MN",46.56587,-96.084341,0
"Pequot Lakes Public Schools, MN",46.599561,-94.316852,0
"Perham-Dent Public School District, MN",46.589741,-95.576439,0
"Rushford-Peterson Public Schools, MN",43.811137,-91.75199,0
"Pierz Public School District, MN",45.978991,-94.096919,0
"Pillager Public School District, MN",46.327197,-94.469886,0
"Pine City Public School District, MN",45.810555,-92.968234,0
"Pine Island Public School District, MN",44.201734,-92.644579,0
"Pine Point Public School District, MN",46.977412,-95.394584,0
"Pine River-Backus Public School District, MN",46.726739,-94.405929,0
"Princeton Public School District, MN",45.569771,-93.583452,0
"Prior Lake-Savage Area Schools, MN",44.7045,-93.4281,0
"Proctor Public School District, MN",46.743876,-92.236207,0
"Randolph Public School District, MN",44.527258,-93.02248,0
"Red Lake Falls Public School District, MN",47.879663,-96.276854,0
"Red Wing Public School District, MN",44.535094,-92.514319,0
"Red Lake Public School District, MN",47.878512,-95.014531,0
"Northland Community Schools, MN",47.057761,-93.911623,0
"Richfield Public School District, MN",44.875808,-93.285234,0
"Robbinsdale Public School District, MN",45.032308,-93.379616,0
"Rochester Public School District, MN",44.016311,-92.471807,0
"Rockford Public School District, MN",45.090497,-93.737056,0
"Roseau Public School District, MN",48.85053,-95.755739,0
"Rosemount-Apple Valley-Eagan, MN",44.72717,-93.135761,0
"Roseville Public School District, MN",45.0146,-93.1529,0
"Rothsay Public School District, MN",46.475695,-96.282899,0
"Royalton Public School District, MN",45.8287,-94.282138,0
"Rush City Public School District, MN",45.690428,-92.976436,0
"South Koochiching School District, MN",47.877342,-94.244165,0
"Sartell-St. Stephen School District, MN",45.62268,-94.207601,0
"Sauk Centre Public School District, MN",45.728859,-94.94324,0
"Sauk Rapids-Rice Public Schools, MN",45.6061,-94.126451,0
"Sebeka Public School District, MN",46.632027,-95.091032,0
"Shakopee Public School District, MN",44.783835,-93.554482,0
"Sleepy Eye Public School District, MN",44.292756,-94.72806,0
"South St. Paul Public School District, MN",44.890288,-93.040508,0
"Spring Grove School District, MN",43.561024,-91.642265,0
"Spring Lake Park Public Schools, MN",45.11579,-93.235151,0
"Springfield Public School District, MN",44.237158,-94.982732,0
"St. Anthony-New Brighton Schools, MN",45.028319,-93.214578,0
"St. Charles Public School District, MN",43.971401,-92.054724,0
"St. Clair Public School District, MN",44.0812,-93.8589,0
"St. Cloud Public School District, MN",45.570051,-94.210615,0
"St. Francis Public School District, MN",45.4006,-93.3716,0
"St. James Public School District, MN",43.979788,-94.628161,0
"Nett Lake Public School District, MN",48.10918,-93.095364,0
"St. Louis Park Public School District, MN",44.943301,-93.361508,0
"St. Michael-Albertville School District, MN",45.224465,-93.657438,0
"South Washington County School District, MN",44.82957,-92.956861,0
"St. Paul Public School District, MN",44.931124,-93.118762,0
"St. Peter Public School District, MN",44.3299,-93.9655,0
"Staples-Motley School District, MN",46.359237,-94.797484,0
"Stewartville Public School District, MN",43.852444,-92.493222,0
"Stillwater Area Public School District, MN",45.038836,-92.820129,0
"Swanville Public School District, MN",45.910575,-94.641137,0
"Thief River Falls School District, MN",48.118416,-96.179957,0
"Esko Public School District, MN",46.70578,-92.361711,0
"Triton School District, MN",44.03167,-92.865548,0
"Truman Public School District, MN",43.826165,-94.430833,0
"Lake Superior Public School District, MN",47.049812,-91.665725,0
"Ulen-Hitterdal Public School District, MN",47.080327,-96.261639,0
"Underwood Public School District, MN",46.281852,-95.870809,0
"Upsala Public School District, MN",45.803535,-94.569396,0
"Verndale Public School District, MN",46.394162,-95.01829,0
"Virginia Public School District, MN",47.520859,-92.539493,0
"Wabasha-Kellogg Public School District, MN",44.358367,-92.011169,0
"Wabasso Public School District, MN",44.405508,-95.254208,0
"Waconia Public School District, MN",44.838074,-93.793927,0
"Warroad Public School District, MN",48.910843,-95.329776,0
"Waseca Public School District, MN",44.07766,-93.501851,0
"Watertown-Mayer Public School District, MN",44.971378,-93.858367,0
"Waubun-Ogema-White Earth Public Schools, MN",47.180813,-95.94039,0
"Wayzata Public School District, MN",44.97311,-93.501999,0
"West St. Paul-Mendota Heights-Eagan, MN",44.887312,-93.107948,0
"Wheaton Area Public School District, MN",45.800629,-96.506909,0
"White Bear Lake School District, MN",45.08817,-93.012271,0
"Willmar Public School District, MN",45.11738,-95.047761,0
"Willow River Public School District, MN",46.319772,-92.837547,0
"Windom Public School District, MN",43.875982,-95.130756,0
"Winona Area Public School District, MN",44.048465,-91.661517,0
"Worthington Public School District, MN",43.628667,-95.598466,0
"Wrenshall Public School District, MN",46.61756,-92.383041,0
"Zumbrota-Mazeppa School District, MN",44.27463,-92.543521,0
"Lake Crystal-Wellcome Memorial, MN",44.099764,-94.230684,0
"Tri-County School District, MN",48.574344,-96.524391,0
"Kittson Central School District, MN",48.780256,-96.947697,0
"Norman County West School District, MN",47.264837,-96.807764,0
"Win-E-Mac School District, MN",47.667294,-95.981783,0
"Mesabi East School District, MN",47.531975,-92.240046,0
"Janesville-Waldorf-Pemberton, MN",44.119027,-93.707124,0
"Aberdeen School District, MS",33.831232,-88.566057,0
"Alcorn School District, MS",34.910792,-88.53215,0
"Amite County School District, MS",31.154824,-90.801766,0
"Amory School District, MS",33.985598,-88.489362,0
"Attala County School District, MS",33.056706,-89.592031,0
"Baldwyn School District, MS",34.509156,-88.633477,0
"Bay St. Louis School District, MS",30.31249,-89.329121,0
"Benton County School District, MS",34.833716,-89.176329,0
"Biloxi Public School District, MS",30.39651,-88.925081,0
"Cleveland School District, MS",33.755551,-90.723491,0
"Booneville School District, MS",34.658255,-88.564638,0
"Brookhaven School District, MS",31.5825,-90.4468,0
"Calhoun County School District, MS",33.939876,-89.340912,0
"Canton Public School District, MS",32.625645,-90.024191,0
"Carroll County School District, MS",33.507642,-89.919603,0
"Chickasaw County School District, MS",34.03717,-89.014662,0
"Choctaw County School District, MS",33.310458,-89.172668,0
"Claiborne County School District, MS",31.962713,-90.98357,0
"Clarksdale Municipal School District, MS",34.228558,-90.571482,0
"Clay County School District, MS",33.605794,-88.649138,0
"Clinton Public School District, MS",32.3321,-90.3009,0
"Coahoma County School District, MS",34.2095,-90.60669,0
"Coffeeville School District, MS",33.98391,-89.672278,0
"Columbia School District, MS",31.250896,-89.820212,0
"Columbus Municipal School District, MS",33.52711,-88.433981,0
"Copiah County School District, MS",31.8605,-90.3975,0
"Corinth School District, MS",34.935321,-88.496594,0
"Covington County School District, MS",31.640435,-89.551042,0
"DeSoto County School District, MS",34.821669,-89.98929,0
"Durant Public School District, MS",33.078284,-89.858078,0
"East Jasper School District, MS",31.893543,-88.990331,0
"East Tallahatchie School District, MS",34.009137,-90.053007,0
"Enterprise School District, MS",32.171889,-88.820553,0
"Forest Municipal School District, MS",32.369385,-89.484949,0
"Forrest County Schools, MS",31.327147,-89.292926,0
"Franklin County School District, MS",31.471591,-90.891828,0
"George County School District, MS",30.924872,-88.587774,0
"Greene County School District, MS",31.156327,-88.553692,0
"Greenville Public School District, MS",33.402827,-91.053251,0
"Greenwood Public School District, MS",33.518461,-90.18198,0
"Grenada School District, MS",33.78239,-89.803581,0
"Gulfport School District, MS",30.3803,-89.0867,0
"Hancock County School District, MS",30.422479,-89.43379,0
"Harrison County School District, MS",30.447013,-89.098342,0
"Hattiesburg Public School District, MS",31.322863,-89.301898,0
"Hazlehurst City School District, MS",31.859105,-90.39368,0
"Hinds County School District, MS",32.251708,-90.40889,0
"Hollandale School District, MS",33.1688,-90.8541,0
"Holly Springs School District, MS",34.764496,-89.43161,0
"Holmes County School District, MS",33.117136,-90.040941,0
"Houston School District, MS",33.888259,-88.991229,0
"Humphreys County School District, MS",33.188813,-90.486103,0
"Itawamba County School District, MS",34.26786,-88.409605,0
"Jackson County School District, MS",30.520259,-88.686422,0
"Jackson Public School District, MS",32.2915,-90.1832,0
"Jefferson County School District, MS",31.705946,-91.067071,0
"Jefferson Davis County School District, MS",31.600894,-89.86522,0
"Jones County School District, MS",31.631295,-89.180959,0
"Kemper County School District, MS",32.766315,-88.651012,0
"Kosciusko School District, MS",33.058303,-89.592409,0
"Lafayette County School District, MS",34.349295,-89.497241,0
"Lamar County School District, MS",31.136868,-89.411078,0
"Lauderdale County School District, MS",32.3643,-88.6985,0
"Laurel School District, MS",31.698608,-89.126388,0
"Lawrence County School District, MS",31.5493,-90.1066,0
"Leake County School District, MS",32.736723,-89.534215,0
"Lee County School District, MS",34.240293,-88.678457,0
"Leflore County School District, MS",33.526926,-90.216207,0
"Leland School District, MS",33.403885,-90.894033,0
"Lincoln County School District, MS",31.579035,-90.440225,0
"Long Beach School District, MS",30.3691,-89.165,0
"Louisville Municipal School District, MS",33.123309,-89.05323,0
"Lowndes County School District, MS",33.470431,-88.493732,0
"Lumberton Public School District, MS",30.998765,-89.452183,0
"Madison County School District, MS",32.41581,-90.169381,0
"Marion County School District, MS",31.258031,-89.835442,0
"Marshall County School District, MS",34.767968,-89.446066,0
"McComb School District, MS",31.245584,-90.460299,0
"Meridian Public School District, MS",32.367074,-88.703643,0
"Monroe County School District, MS",34.00226,-88.483354,0
"Montgomery County School District, MS",33.482732,-89.736442,0
"Moss Point School District, MS",30.413102,-88.553075,0
"Natchez-Adams School District, MS",31.554784,-91.401812,0
"Neshoba County School District, MS",32.771645,-89.110723,0
"Nettleton School District, MS",34.091952,-88.620257,0
"New Albany Public Schools, MS",34.488939,-88.996144,0
"Newton County School District, MS",32.438412,-89.106767,0
"Newton Municipal School, MS",32.320821,-89.165842,0
"North Panola School District, MS",34.441613,-89.926275,0
"North Pike School District, MS",31.295179,-90.436798,0
"North Tippah School District, MS",34.890424,-88.909365,0
"Noxubee County School District, MS",33.104832,-88.55545,0
"Ocean Springs School District, MS",30.41332,-88.809631,0
"Okolona Separate School District, MS",34.003767,-88.754837,0
"Oktibbeha County School District, MS",33.4636,-88.816,0
"Oxford School District, MS",34.371843,-89.508185,0
"Pascagoula Separate School District, MS",30.3591,-88.5543,0
"Pass Christian Public School District, MS",30.378775,-89.270244,0
"Pearl Public School District, MS",32.283516,-90.1057,0
"Petal School District, MS",31.346747,-89.259142,0
"Pearl River County School District, MS",30.627366,-89.652281,0
"Perry County Schools, MS",31.204321,-89.034871,0
"Philadelphia Public School District, MS",32.773617,-89.111429,0
"Picayune School District, MS",30.53037,-89.687511,0
"Pontotoc County Schools, MS",34.235812,-89.011742,0
"Pontotoc City Schools, MS",34.252373,-88.997725,0
"Poplarville Separate School District, MS",30.84278,-89.536074,0
"Prentiss County School District, MS",34.655607,-88.56259,0
"Quitman School District, MS",32.036451,-88.726885,0
"Quitman County School District, MS",34.258466,-90.269792,0
"Rankin County School District, MS",32.282621,-90.006358,0
"Richton School District, MS",31.350724,-88.942375,0
"Scott County School District, MS",32.3625,-89.474171,0
"Senatobia Municipal School District, MS",34.622133,-89.964336,0
"South Delta School District, MS",32.900085,-90.879557,0
"Simpson County School District, MS",31.965422,-89.881833,0
"Smith County School District, MS",32.033585,-89.520323,0
"South Panola School District, MS",34.3189,-89.950436,0
"South Pike School District, MS",31.14515,-90.463271,0
"South Tippah School District, MS",34.725072,-88.943341,0
"Starkville School District, MS",33.462027,-88.821666,0
"Stone County School District, MS",30.860824,-89.140733,0
"Tate County School District, MS",34.617084,-89.966461,0
"Tishomingo County Schools, MS",34.816301,-88.20131,0
"Tunica County School District, MS",34.681002,-90.38213,0
"Tupelo Public School District, MS",34.256973,-88.706971,0
"Union County School District, MS",34.491895,-89.011118,0
"Union Public School District, MS",32.571036,-89.111793,0
"Walthall County School District, MS",31.117715,-90.14165,0
"Vicksburg Warren School District, MS",32.343256,-90.864764,0
"Water Valley School District, MS",34.15648,-89.639943,0
"Wayne County School District, MS",31.674657,-88.647089,0
"Webster County School District, MS",33.543176,-89.267737,0
"West Jasper School District, MS",31.978306,-89.28664,0
"West Point School District, MS",33.603282,-88.647066,0
"West Tallahatchie School, MS",33.9626,-90.3745,0
"Western Line School District, MS",33.235548,-91.045016,0
"Wilkinson County School District, MS",31.10412,-91.298354,0
"Winona Separate School District, MS",33.485051,-89.734006,0
"Yazoo City Municipal School District, MS",32.8625,-90.4028,0
"Yazoo County School District, MS",32.781014,-90.374121,0
"Maries County R-II School District, MO",38.286873,-91.729411,0
"South Harrison School District, MO",40.282038,-94.014055,0
"Portageville School District, MO",36.434063,-89.698698,0
"New Madrid County R-I School District, MO",36.570968,-89.584828,0
"Columbia Public Schools, MO",38.9607,-92.3664,0
"Adrian County R-III School District, MO",38.39935,-94.346879,0
"Advance R-IV School District, MO",37.109502,-89.906624,0
"Affton School District, MO",38.5546,-90.3231,0
"Albany R-III School District, MO",40.250964,-94.332269,0
"Santa Fe R-X School District, MO",39.097298,-93.550453,0
"Altenburg 48 School District, MO",37.62965,-89.591951,0
"Alton R-IV School District, MO",36.691486,-91.397574,0
"Appleton City R-II School District, MO",38.190825,-94.031146,0
"Arcadia Valley R-II School District, MO",37.59432,-90.631079,0
"Cass County R-V School District, MO",38.484067,-94.356279,0
"Ash Grove R-IV School District, MO",37.315027,-93.577646,0
"Atlanta C-3 Schools, MO",39.894215,-92.479123,0
"Aurora R-8 School District, MO",36.974507,-93.726532,0
"Ava R-I School District, MO",36.95865,-92.658542,0
"Avenue City R-IX School District, MO",39.864822,-94.754298,0
"Avilla R-XIII School District, MO",37.191877,-94.129601,0
"Bakersfield R-IV School District, MO",36.525976,-92.156475,0
"Ballard R-II School District, MO",38.364418,-94.142581,0
"Bayless School District, MO",38.552028,-90.300993,0
"Bell City R-II School District, MO",37.022295,-89.818599,0
"Belleview R-III School District, MO",37.6812,-90.9329,0
"Belton 124 School District, MO",38.8092,-94.5361,0
"Scott County R-IV School District, MO",37.044373,-89.47192,0
"Bernie School District, MO",36.668774,-89.975501,0
"Bevier C-4 School District, MO",39.750567,-92.562204,0
"Billings R-IV School District, MO",37.060205,-93.556256,0
"Bismarck R-V School District, MO",37.772499,-90.618638,0
"Blackwater R-II School District, MO",38.982119,-92.993375,0
"Bloomfield School District, MO",36.88398,-89.929643,0
"Blue Eye School District, MO",36.503124,-93.386857,0
"Blue Springs R-IV School District, MO",39.0206,-94.2854,0
"Bolivar R-I School District, MO",37.611414,-93.415525,0
"Boncl R-X School District, MO",39.379671,-91.035734,0
"North St. Francis County R-I School District, MO",37.926201,-90.542897,0
"Boonville School District, MO",38.9709,-92.7424,0
"Bosworth R-V School District, MO",39.468547,-93.332168,0
"Crawford County R-I School District, MO",38.13515,-91.269482,0
"Bowling Green R-I School District, MO",39.33701,-91.201395,0
"Bradleyville R-I School District, MO",36.787183,-92.907201,0
"Delta C-7 School District, MO",36.192314,-89.885862,0
"Branson R-IV School District, MO",36.68773,-93.215741,0
"Adair County R-II School District, MO",40.149727,-92.38017,0
"Braymer C-4 School District, MO",39.589962,-93.802094,0
"Breckenridge R-I School District, MO",39.757245,-93.805749,0
"Brentwood School District, MO",38.62377,-90.339121,0
"Bronaugh R-VII School District, MO",37.694599,-94.462793,0
"Brookfield R-III School District, MO",39.784703,-93.098664,0
"Linn County R-I School District, MO",39.966557,-93.119079,0
"Brunswick R-II School District, MO",39.424656,-93.115048,0
"Bucklin R-II School District, MO",39.792475,-92.879782,0
"Dallas County R-I School District, MO",37.6433,-93.0947,0
"Cooper County C-4 School District, MO",38.788161,-92.793321,0
"Bunker R-III School District, MO",37.457775,-91.210848,0
"Butler R-V School District, MO",38.251453,-94.336734,0
"Cabool School District, MO",37.128111,-92.111764,0
"Cainsville R-I School District, MO",40.43888,-93.773725,0
"Calhoun R-VIII School District, MO",38.464211,-93.625555,0
"Moniteau County R-I School District, MO",38.632118,-92.567691,0
"Callao C-8 School District, MO",39.763708,-92.625177,0
"Camdenton R-III School District, MO",38.0054,-92.730981,0
"Cameron R-I School District, MO",39.742634,-94.238448,0
"Campbell R-II School District, MO",36.492382,-90.065013,0
"Canton School District, MO",40.128734,-91.517662,0
"Cape Girardeau 63 School District, MO",37.311,-89.5477,0
"Nell Holcomb R-IV School District, MO",37.386836,-89.473961,0
"Carl Junction R-I School District, MO",37.1763,-94.5683,0
"Carrollton R-VII School District, MO",39.368346,-93.494012,0
"Carthage R-IX School District, MO",37.173877,-94.311873,0
"Caruthersville School District, MO",36.179897,-89.663876,0
"Cassville R-IV School District, MO",36.685517,-93.863682,0
"Center 58 School District, MO",38.9678,-94.5814,0
"Johnson County R-VII School District, MO",38.777291,-93.839888,0
"Centerville R-I School District, MO",37.4338,-90.9586,0
"Fort Zumwalt R-II School District, MO",38.802979,-90.691393,0
"Centralia R-VI School District, MO",39.21152,-92.118261,0
"Chadwick R-I School District, MO",36.92384,-93.05798,0
"Scott County R-II School District, MO",37.183792,-89.664833,0
"Osage County R-I School District, MO",38.675228,-91.769597,0
"Charleston R-I School District, MO",36.914462,-89.349974,0
"Chilhowee R-IV School District, MO",38.59287,-93.855651,0
"Chillicothe R-II School District, MO",39.774726,-93.558306,0
"Livingston County R-III School District, MO",39.91963,-93.481493,0
"Clarksburg C-2 School District, MO",38.658153,-92.667734,0
"Clarkton C-4 School District, MO",36.455935,-89.966669,0
"Clayton School District, MO",38.649566,-90.344643,0
"Clearwater R-I School District, MO",37.167092,-90.676381,0
"Clever R-V School District, MO",37.02919,-93.475371,0
"Climax Springs R-IV School District, MO",38.105433,-93.050982,0
"Clinton School District, MO",38.362909,-93.763303,0
"Cole Camp R-I School District, MO",38.455948,-93.208227,0
"Cole County R-II School District, MO",38.492021,-92.174941,0
"Community R-VI School District, MO",39.163865,-91.646634,0
"Concordia School District, MO",38.97808,-93.570961,0
"Laclede County R-I School District, MO",37.50164,-92.836141,0
"Cooter R-IV School District, MO",36.046088,-89.806027,0
"Couch R-I School District, MO",36.5408,-91.3095,0
"Cowgill R-VI School District, MO",39.559415,-93.921572,0
"Craig R-III School District, MO",40.197143,-95.377058,0
"Crane R-III School District, MO",36.895457,-93.571244,0
"Sherwood Cass R-VIII School District, MO",38.507789,-94.08633,0
"Crocker School District, MO",37.954823,-92.26351,0
"Crystal City 47 School District, MO",38.2308,-90.3784,0
"Crawford County R-2 School District, MO",38.054281,-91.402719,0
"Dadeville R-II School District, MO",37.481635,-93.674384,0
"Davis R-XII School District, MO",38.347108,-93.879921,0
"De Soto School District, MO",38.126002,-90.56777,0
"Lakeland R-III School District, MO",38.204607,-93.747971,0
"Buchanan County R-IV School District, MO",39.58653,-94.928894,0
"Delta R-V School District, MO",37.200251,-89.736726,0
"North Wood R-IV School District, MO",37.680116,-91.510561,0
"Dent-Phelps R-III School District, MO",37.717264,-91.647444,0
"Dexter R-XI School District, MO",36.787006,-89.973909,0
"Diamond R-IV School District, MO",36.989909,-94.314504,0
"Dixon R-I School District, MO",37.9946,-92.0941,0
"Doniphan R-I School District, MO",36.61907,-90.823851,0
"Dora R-III School District, MO",36.77278,-92.216951,0
"Skyline R-II School District, MO",36.969086,-92.44834,0
"Plainview R-VIII School District, MO",36.851151,-92.807723,0
"Drexel R-IV School District, MO",38.479211,-94.604836,0
"East Carter County R-II School District, MO",36.930814,-90.745763,0
"East Lynne 40 School District, MO",38.665084,-94.227452,0
"East Prairie R-II School District, MO",36.774957,-89.379378,0
"East Buchanan County C-1 School District, MO",39.609813,-94.597129,0
"Knox County R-I School District, MO",40.18266,-92.13746,0
"El Dorado Springs R-II School District, MO",37.868342,-94.018856,0
"Eldon R-I School District, MO",38.34889,-92.582692,0
"Elsberry R-II School District, MO",39.161339,-90.793196,0
"Eminence R-I School District, MO",37.141234,-91.361696,0
"Cole County R-V School District, MO",38.372997,-92.396695,0
"Everton R-III School District, MO",37.346428,-93.698974,0
"Excelsior Springs 40 School District, MO",39.3423,-94.2253,0
"Exeter R-VI School District, MO",36.67391,-93.937854,0
"Fair Grove R-10 School District, MO",37.38533,-93.15115,0
"Fair Play R-II School District, MO",37.634869,-93.577068,0
"Fairfax R-III School District, MO",40.339467,-95.389469,0
"Fairview R-XI School District, MO",36.716669,-91.932614,0
"Farmington R-7 School District, MO",37.777902,-90.408585,0
"Mid-Buchanan County R-V School District, MO",39.633086,-94.813095,0
"Fayette R-III School District, MO",39.14865,-92.692349,0
"Ferguson-Florissant School District, MO",38.792953,-90.300874,0
"Festus R-6 School District, MO",38.222322,-90.413711,0
"Fordland R-III School District, MO",37.161286,-92.95292,0
"Forsyth R-III School District, MO",36.695768,-93.117918,0
"Fort Osage R-I School District, MO",39.138847,-94.288582,0
"Fox C-6 School District, MO",38.44951,-90.367821,0
"Spring Bluff R-XV School District, MO",38.290444,-91.234791,0
"Strain-Japan R-XVI School District, MO",38.265626,-91.295599,0
"Franklin County R-II School District, MO",38.576306,-91.281324,0
"Fredericktown R-I School District, MO",37.567156,-90.278368,0
"Fulton School District, MO",38.873151,-91.943625,0
"Gainesville R-V School District, MO",36.61107,-92.401301,0
"Galena R-II School District, MO",36.811991,-93.47205,0
"Gallatin R-V School District, MO",39.908884,-93.972231,0
"Grundy County R-V School District, MO",40.126896,-93.388652,0
"Gasconade C-4 School District, MO",37.623261,-92.431375,0
"Gideon School District, MO",36.452046,-89.91989,0
"Gilliam C-4 School District, MO",39.235868,-93.003934,0
"Gilman City R-IV School District, MO",40.134909,-93.871956,0
"Howard County R-II School District, MO",39.228349,-92.833907,0
"Golden City School District, MO",37.38685,-94.10003,0
"Gorin R-III School District, MO",40.36011,-92.022019,0
"Grain Valley R-V School District, MO",39.0528,-94.2094,0
"Grandview C-4 School District, MO",38.888258,-94.533722,0
"Grandview R-II School District, MO",38.213776,-90.666233,0
"Green City R-I School District, MO",40.270082,-92.95022,0
"Green Forest R-II School District, MO",37.536544,-91.6281,0
"Green Ridge R-VIII School District, MO",38.621355,-93.412717,0
"Greenfield R-IV School District, MO",37.416201,-93.842855,0
"Greenville R-II School District, MO",37.12826,-90.449001,0
"Pleasant View R-VI School District, MO",40.0456,-93.571562,0
"Hale R-I School District, MO",39.607183,-93.34362,0
"Halfway R-III School District, MO",37.615928,-93.240683,0
"Boone County R-IV School District, MO",39.117821,-92.224665,0
"Hamilton R-II School District, MO",39.735753,-94.000507,0
"Hancock Place School District, MO",38.532702,-90.276604,0
"Hannibal School District, MO",39.723436,-91.39189,0
"Hardin-Central C-2 School District, MO",39.272233,-93.836743,0
"Harrisburg R-VIII School District, MO",39.1341,-92.4609,0
"Harrisonville R-IX School District, MO",38.652053,-94.348012,0
"Hartville R-II School District, MO",37.251677,-92.516281,0
"Hayti R-II School District, MO",36.2391,-89.7472,0
"Hazelwood School District, MO",38.83325,-90.315701,0
"Dunklin R-V School District, MO",38.2676,-90.3804,0
"Gasconade County R-I School District, MO",38.688858,-91.445814,0
"Hermitage R-IV School District, MO",37.940434,-93.313055,0
"Hickory County R-I School District, MO",37.909758,-93.192674,0
"Hickman Mills C-1 School District, MO",38.96193,-94.507951,0
"Higbee R-VIII School District, MO",39.3057,-92.5118,0
"Lafayette County C-1 School District, MO",39.064571,-93.728139,0
"Hillsboro R-III School District, MO",38.225321,-90.570946,0
"Holcomb R-III School District, MO",36.403274,-90.025443,0
"Holden R-III School District, MO",38.7058,-93.9905,0
"Holliday C-2 School District, MO",39.492413,-92.126988,0
"Hollister R-V School District, MO",36.6235,-93.1927,0
"Houston R-I School District, MO",37.326618,-91.960312,0
"Junction Hill C-12 School District, MO",36.757752,-91.788544,0
"Glenwood R-VIII School District, MO",36.673867,-91.86052,0
"Howell Valley R-I School District, MO",36.713195,-91.817543,0
"Hudson R-IX School District, MO",38.191735,-94.072618,0
"Pettis County R-V School District, MO",38.843382,-93.293731,0
"Humansville R-IV School District, MO",37.79842,-93.573738,0
"Hume R-VIII School District, MO",38.093544,-94.583568,0
"Hurley R-I School District, MO",36.933305,-93.504984,0
"Iberia R-V School District, MO",38.086457,-92.301002,0
"Scott City R-I School District, MO",37.214338,-89.548754,0
"Independence Public Schools, MO",39.0937,-94.4363,0
"Iron County C-4 School District, MO",37.716843,-91.13486,0
"Jackson R-II School District, MO",37.3809,-89.6614,0
"North Daviess R-III School District, MO",40.005062,-93.983739,0
"Moniteau County C-1 School District, MO",38.76309,-92.476169,0
"Jasper County R-V School District, MO",37.340452,-94.303894,0
"Jefferson City Public Schools, MO",38.5709,-92.1743,0
"Jefferson C-123 School District, MO",40.257937,-94.687775,0
"Jefferson County R-VII School District, MO",38.156251,-90.339425,0
"Jennings School District, MO",38.735205,-90.251297,0
"Joplin R-VIII School District, MO",37.082823,-94.515945,0
"Clark County R-I School District, MO",40.422455,-91.724417,0
"Kansas City School District, MO",39.099681,-94.57971,0
"Kearney R-I School District, MO",39.364121,-94.36085,0
"Kelso C-7 School District, MO",37.114192,-89.533196,0
"Kennett 39 School District, MO",36.240327,-90.054482,0
"Keytesville R-III School District, MO",39.445396,-92.930416,0
"King City R-I School District, MO",40.054775,-94.520903,0
"Kingston 42 School District, MO",39.644601,-94.040837,0
"Kingsville R-I School District, MO",38.74048,-94.070444,0
"Kirbyville R-VI School District, MO",36.63225,-93.132084,0
"Kirksville R-III School District, MO",40.18473,-92.564831,0
"Kirkwood School District, MO",38.599186,-90.420859,0
"Knob Noster R-VIII School District, MO",38.76383,-93.553036,0
"Oregon-Howell R-III School District, MO",36.600259,-91.645487,0
"La Monte R-IV School District, MO",38.772355,-93.419023,0
"La Plata R-II School District, MO",40.023689,-92.493457,0
"Laclede County C-5 School District, MO",37.672081,-92.743662,0
"Ladue School District, MO",38.639735,-90.387038,0
"Lamar R-I School District, MO",37.500284,-94.278595,0
"Laquey R-V School District, MO",37.762398,-92.313105,0
"Laredo R-VII School District, MO",40.025512,-93.449294,0
"Lathrop R-II School District, MO",39.544201,-94.330516,0
"Lawson R-XIV School District, MO",39.438311,-94.199272,0
"West St. Francis County R-IV School District, MO",37.860553,-90.591775,0
"Lebanon School District, MO",37.685599,-92.641208,0
"Lee's Summit R-7 School District, MO",38.98108,-94.37802,0
"Leesville R-IX School District, MO",38.319325,-93.608292,0
"Leeton R-X School District, MO",38.587423,-93.696226,0
"Leopold R-III School District, MO",37.258374,-89.925527,0
"Lesterville R-IV School District, MO",37.454687,-90.848724,0
"Lewis County C-1 School District, MO",40.033738,-91.734539,0
