"id","area","size","alg8"
"4204500","Burgettstown Area SD",103,0.124
"4204530","Burrell SD",146,0.376
"4204590","Butler Area SD",498,0.504
"4204710","California Area SD",76,0.266
"4204740","Cambria Heights SD",110,0.314
"4204830","Cameron County SD",30,0.052
"4204860","Camp Hill SD",102,0.524
"4204890","Canon-McMillan SD",387,0.128
"4204920","Canton Area SD",79,0.241
"4205010","Carlisle Area SD",382,0.287
"4205040","Carlynton SD",107,0.421
"4205160","Catasauqua Area SD",98,0.314
"4205190","Centennial SD",428,0.3
"4205310","Central Bucks SD",1574,0.343
"4205340","Central Cambria SD",139,0.243
"4205370","Central Columbia SD",150,0.56
"4205430","Central Greene SD",134,0.419
"4205460","Crestwood SD",213,0.444
"4205490","Central York SD",478,0.359
"4205550","Chambersburg Area SD",652,0.221
"4205640","Charleroi SD",109,0.136
"4205700","Chartiers Valley SD",251,0.712
"4205730","Chartiers-Houston SD",81,0.272
"4205760","Cheltenham Township SD",359,0.333
"4205880","Chestnut Ridge SD",119,0.593
"4205910","Chichester SD",254,0.258
"4206030","Clairton City SD",48,0.297
"4206060","Clarion Area SD",50,0
"4206090","Clarion-Limestone Area SD",63,0.409
"4206120","Claysburg-Kimmel SD",68,0.322
"4206150","Clearfield Area SD",160,0.496
"4206240","Coatesville Area School District",526,0.292
"4206270","Cocalico SD",196,0.411
"4206360","Columbia Borough SD",117,0
"4206390","Commodore Perry SD",42,0.307
"4206420","Conemaugh Township Area SD",66,0.416
"4206430","Conemaugh Valley SD",57,0.421
"4206480","Conestoga Valley SD",342,0.159
"4206550","Conewago Valley SD",301,0.318
"4206590","Conneaut SD",170,0.504
"4206660","Connellsville Area SD",370,0.142
"4206780","Conrad Weiser Area SD",218,0.252
"4206810","Cornell SD",50,0.962
"4206840","Cornwall-Lebanon SD",401,0
"4206860","Corry Area SD",158,0.487
"4206930","Coudersport Area SD",48,0.492
"4206960","Council Rock SD",873,0.429
"4207050","Cranberry Area SD",101,0.204
"4207080","Crawford Central SD",241,0.444
"4207110","Cumberland Valley SD",644,0.556
"4207140","Curwensville Area SD",76,0.698
"4207200","Dallas SD",218,0.485
"4207230","Dallastown Area SD",502,0.381
"4207290","Daniel Boone Area SD",290,0.293
"4207320","Danville Area SD",196,0.26
"4207530","Delaware Valley SD",374,0.756
"4207540","Deer Lakes SD",121,0
"4207560","Derry Area SD",142,0.221
"4207590","Derry Township SD",282,0.505
"4207650","Donegal SD",233,0.221
"4207680","Dover Area SD",276,0.706
"4207710","Downingtown Area SD",1007,0.768
"4207830","Dubois Area SD",309,0.306
"4207980","Dunmore SD",120,0.461
"4208280","Forest Area SD",38,0.595
"4208460","Eastern Lebanon County SD",181,0.232
"4208490","East Lycoming SD",132,0.484
"4208580","East Pennsboro Area SD",198,0.574
"4208670","East Stroudsburg Area SD",532,0.233
"4208790","Eastern York SD",192,0.448
"4208820","Eastern Lancaster County SD",233,0.366
"4209090","Elizabeth Forward SD",173,0.819
"4209120","Elizabethtown Area SD",307,0.185
"4209150","Elk Lake SD",95,0.348
"4209240","Ellwood City Area SD",128,0.309
"4209270","Ephrata Area SD",312,0.099
"4209360","Everett Area SD",102,0.709
"4209480","Exeter Township School District",324,0.279
"4209540","Fairfield Area SD",80,0.516
"4209570","Fairview SD",135,0.317
"4209600","Karns City Area SD",96,0.226
"4209660","Fannett-Metal SD",36,0
"4209690","Farrell Area SD",49,0.277
"4209750","Ferndale Area SD",54,0.918
"4209780","Fleetwood Area SD",227,0.492
"4209870","Forbes Road SD",22,0.843
"4209930","Forest City Regional SD",46,0.345
"4209940","Forest Hills SD",124,0.868
"4209960","Fort Cherry SD",89,0.111
"4209990","Fort LeBoeuf SD",177,0
"4210070","Fox Chapel Area SD",342,0.369
"4210110","North Schuylkill SD",138,0.398
"4210115","North Star SD",79,0.523
"4210200","Franklin Area SD",154,0.188
"4210230","Franklin Regional SD",286,0.368
"4210350","Frazier SD",96,0
"4210530","Galeton Area SD",19,0.821
"4210590","Garnet Valley SD",396,0.343
"4210650","General McLane SD",155,0.465
"4210710","Gettysburg Area SD",192,0.504
"4210740","Girard SD",123,0.184
"4210830","Glendale SD",57,0.799
"4210860","Governor Mifflin SD",318,0.405
"4210870","Great Valley SD",315,0.306
"4210920","Greensburg Salem SD",200,0
"4210950","Greater Johnstown SD",195,0
"4211010","Greencastle-Antrim SD",214,0.336
"4211160","Greenville Area SD",108,0.119
"4211190","Greenwood SD",59,0.267
"4211220","Grove City Area SD",176,0.174
"4211310","Halifax Area SD",92,0.345
"4211340","Hamburg Area SD",173,0.295
"4211400","Hampton Township SD",226,0.82
"4211420","Hanover Area SD",150,0.269
"4211450","Hanover Public SD",114,0.324
"4211490","Harbor Creek SD",194,0.242
"4211520","Harmony Area SD",26,0.379
"4211580","Harrisburg City SD",502,0.059
"4211610","Hatboro-Horsham SD",405,0.446
"4211670","Haverford Township SD",443,0.27
"4211700","Hazleton Area SD",796,0.184
"4211730","Saucon Valley SD",180,0.214
"4211760","Hempfield Area SD",480,0.325
"4211790","Hempfield  SD",532,0.459
"4211820","Hermitage SD",153,0.747
"4211880","Highlands SD",205,0.995
"4211940","Hollidaysburg Area SD",274,0.366
"4212030","Hopewell Area SD",153,0.026
"4212150","Indiana Area SD",231,0.252
"4212170","Interboro SD",232,0
"4212210","Iroquois SD",101,0.458
"4212300","Jamestown Area SD",52,0.114
"4212330","Jeannette City SD",90,0.437
"4212390","Jefferson-Morgan SD",56,0.334
"4212420","Jenkintown SD",48,0.181
"4212480","Jersey Shore Area SD",209,0.405
"4212540","Jim Thorpe Area SD",158,0.349
"4212570","Johnsonburg Area SD",49,0.323
"4212600","Juniata County SD",271,0.342
"4212630","Juniata Valley SD",61,0.358
"4212660","Kane Area SD",83,0.225
"4212690","Kennett Consolidated SD",330,0.233
"4212720","Keystone  SD",77,0.374
"4212750","Keystone Oaks SD",140,0.218
"4212840","Kiski Area SD",262,0.61
"4212930","Kutztown Area SD",111,0.482
"4212990","Lackawanna Trail SD",87,0.312
"4213020","Lake-Lehman SD",163,0.688
"4213050","Lakeland SD",124,0.418
"4213080","Lakeview SD",102,0.379
"4213110","Lampeter-Strasburg SD",244,0.283
"4213290","Homer-Center SD",66,0.785
"4213320","Laurel Highlands SD",236,0.286
"4213380","Laurel SD",92,0.479
"4213440","Lebanon SD",322,0.138
"4213470","Leechburg Area SD",81,0.203
"4213500","Lehighton Area SD",185,0.264
"4213590","Lewisburg Area SD",142,0.846
"4213710","Ligonier Valley SD",143,0.345
"4213770","Penn Cambria SD",125,0
"4213980","Littlestown Area SD",146,0.15
"4214100","Lower Dauphin SD",292,0.119
"4214160","Lower Merion SD",613,0.684
"4214190","Lower Moreland Township SD",173,0.644
"4214250","Methacton SD",366,0.531
"4214310","Loyalsock Township SD",117,0
"4214430","Mahanoy Area SD",87,0.233
"4214460","Line Mountain SD",100,0.688
"4214550","Manheim Central SD",248,0.675
"4214580","Manheim Township SD",449,0.427
"4214730","Marion Center Area SD",111,0.873
"4214760","Marple Newtown SD",249,0.172
"4214790","Mars Area SD",257,0.706
"4214850","Central Fulton SD",74,0.3
"4214880","McGuffey SD",115,0.234
"4215030","Mechanicsburg Area SD",292,0.324
"4215120","Mercer Area SD",95,0.375
"4215150","Meyersdale Area SD",73,0.342
"4215170","Mid Valley SD",137,0.345
"4215210","Midd-West SD",184,0.847
"4215240","Middletown Area SD",195,0.225
"4215290","Mifflin County SD",425,0.148
"4215330","Millcreek Township SD",533,0.359
"4215360","Millersburg Area SD",55,0.24
"4215450","Millville Area SD",70,0.256
"4215480","Milton Area SD",168,0.94
"4215510","Minersville Area SD",87,0.72
"4215540","Mohawk Area SD",117,0.179
"4215600","Monessen City SD",69,0
"4215660","Montgomery Area SD",56,0.315
"4215750","Montoursville Area SD",144,0.557
"4215810","Montrose Area SD",99,0.04
"4215830","Moon Area SD",287,0.571
"4215900","Morrisville Borough SD",62,0.37
"4215960","Moshannon Valley SD",70,0.486
"4215990","Mount Carmel Area SD",122,0.081
"4216020","Mount Union Area SD",112,0.813
"4216050","Mountain View SD",83,0.298
"4216110","Mt Lebanon SD",425,0.885
"4216170","Mount Pleasant Area SD",170,0.319
"4216200","Muhlenberg SD",272,0
"4216230","Muncy SD",62,0.457
"4216290","Greater Nanticoke Area SD",172,0.971
"4216380","Nazareth Area SD",381,0.602
"4216410","Neshaminy SD",680,0.77
"4216440","Neshannock Township SD",99,0.719
"4216530","New Brighton Area SD",127,0.031
"4216620","New Castle Area SD",209,0.322
"4216740","New Kensington-Arnold SD",137,0.456
"4216860","New Hope-Solebury SD",123,0.389
"4216890","Newport SD",61,0.308
"4216980","Norristown Area SD",432,0.178
"4217010","North Allegheny SD",639,0.803
"4217100","Moniteau SD",100,0.56
"4217130","North Clarion County SD",40,0.971
"4217160","North East SD",125,0
"4217220","North Hills SD",268,0.517
"4217280","North Penn SD",1000,0.282
"4217310","North Pocono SD",213,0.258
"4217370","Northampton Area SD",413,0.379
"4217430","Riverside Beaver County SD",130,0.351
"4217460","Northeast Bradford SD",70,0.279
"4217520","Northeastern York SD",325,0.189
"4217580","Northern Bedford County SD",73,0.528
"4217610","Northern Cambria SD",84,0
"4217640","Northern Lebanon SD",183,0.969
"4217670","Northern Lehigh SD",116,0.185
"4217700","Northern Potter SD",40,0.305
"4217730","Northern Tioga SD",154,0.264
"4217760","Northern York County SD",230,0.403
"4217770","Northgate SD",94,0.339
"4217790","Northwest Area SD",105,0.222
"4217850","Northwestern Lehigh SD",175,0.165
"4217880","Northwestern  SD",114,0.206
"4217940","Norwin SD",410,0.76
"4218030","Octorara Area SD",207,0.439
"4218090","Oil City Area SD",142,0.268
"4218120","Old Forge SD",60,0.175
"4218150","Oley Valley SD",133,0.209
"4218210","Oswayo Valley SD",22,0.401
"4218240","Otto-Eldred SD",47,0.206
"4218270","Owen J Roberts SD",436,0.406
"4218300","Oxford Area SD",305,0.161
"4218330","Palisades SD",144,0.159
"4218360","Palmerton Area SD",159,0.203
"4218390","Palmyra Area SD",286,0.21
"4218510","Parkland SD",766,0.312
"4218570","Pen Argyl Area SD",121,0
"4218580","Penn-Delco SD",265,0.514
"4218590","Penn Hills SD",297,0.226
"4218630","Penn Manor SD",369,0.321
"4218660","Penn-Trafford SD",304,0.59
"4218740","Penncrest SD",228,0.375
"4218750","Pennridge SD",540,0.687
"4218780","Penns Manor Area SD",69,0.264
"4218810","Penns Valley Area SD",104,0.787
"4218900","Pequea Valley SD",124,0.072
"4218930","Perkiomen Valley SD",439,0.512
"4218960","Peters Township SD",340,0.906
"4219020","Philipsburg-Osceola Area SD",126,0.601
"4219140","Pine Grove Area SD",119,0.313
"4219200","Pittston Area SD",275,0.233
"4219290","Pleasant Valley SD",375,0.109
"4219470","Colonial SD",383,0
"4219530","Port Allegany SD",74,0.692
"4219560","Portage Area SD",67,0.855
"4219650","Pottsgrove SD",243,0.025
"4219680","Pottstown SD",217,0
"4219800","Punxsutawney Area SD",200,0.224
"4219830","Purchase Line SD",70,0.274
"4219860","Quaker Valley SD",137,0.5
"4219890","Quakertown Community SD",428,0.292
"4219920","Radnor Township SD",308,0.269
"4220040","Reading SD",1225,0.105
"4220100","Red Lion Area SD",404,0.755
"4220130","Redbank Valley SD",59,0.223
"4220250","Richland SD",147,0.183
"4220310","Ridgway Area SD",84,0.694
"4220370","Ridley SD",408,0
"4220400","Ringgold SD",216,0.297
"4220430","Riverview SD",93,0.286
"4220460","Rochester Area SD",53,0.222
"4220520","Rockwood Area SD",48,0.873
"4220550","Rose Tree Media SD",265,0.405
"4220580","South Fayette Township SD",210,0.819
"4220640","Saint Marys Area SD",182,0.071
"4220760","Salisbury-Elk Lick SD",21,0.728
"4220850","Sayre Area SD",80,0
"4220910","Schuylkill Haven Area SD",104,0.917
"4220970","Schuylkill Valley SD",150,0.967
"4221120","Selinsgrove Area SD",219,0.356
"4221150","Yough SD",188,0.244
"4221180","Shade-Central City SD",32,0.679
"4221200","Shaler Area SD",330,0.388
"4221240","Shamokin Area SD",187,0.117
"4221270","Shanksville-Stonycreek SD",31,0.31
"4221330","Sharon City SD",139,0.546
"4221420","Sharpsville Area SD",97,0.348
"4221490","Shenandoah Valley SD",76,0.179
"4221510","Shenango Area SD",98,0.223
"4221540","Shikellamy SD",201,0.088
"4221570","Shippensburg Area SD",254,0.291
"4221660","Slippery Rock Area SD",176,0.42
"4221690","Smethport Area SD",52,0.363
"4221810","Solanco SD",251,0.891
"4221840","Somerset Area SD",161,0.299
"4221910","South Allegheny School District",101,0.678
"4221930","South Butler County SD",224,0.365
"4222050","South Middleton SD",161,0
"4222060","South Park SD",153,0.38
"4222140","South Williamsport Area SD",100,0.177
"4222170","South Eastern SD",239,0.305
"4222200","Southeastern Greene SD",40,0
"4222230","South Side Area SD",87,0.275
"4222260","Southern Columbia Area SD",122,0.204
"4222290","Southern Fulton SD",69,0.368
"4222320","Southern Huntingdon County SD",89,0.244
"4222350","Southern Lehigh SD",271,0.23
"4222370","Southern Tioga SD",157,0.438
"4222380","Southern York County SD",243,0.513
"4222400","Southeast Delco SD",345,0.266
"4222410","Southmoreland SD",142,0.659
"4222440","Seneca Valley SD",578,0.783
"4222470","South Western SD",323,0.176
"4222530","Spring Cove SD",136,0.203
"4222560","Spring-Ford Area SD",639,0.234
"4222590","Spring Grove Area SD",322,0.498
"4222600","Springfield SD",314,0.404
"4222620","Springfield Township SD",168,0.113
"4222710","Saint Clair Area SD",60,1
"4222740","Tuscarora SD",166,0.916
"4222800","Steelton-Highspire SD",89,0.158
"4222860","Stroudsburg Area SD",399,0.171
"4222920","Sullivan County SD",35,0.451
"4222980","Susquehanna Community SD",60,0
"4223010","Susquehanna Township SD",201,0.391
"4223040","Susquenita SD",126,0.595
"4223220","Tamaqua Area SD",157,0.304
"4223250","Riverside SD",116,0.169
"4223490","Titusville Area SD",152,0.199
"4223550","Towanda Area SD",109,0.438
"4223640","Tredyffrin-Easttown SD",542,0.405
"4223700","Tri-Valley SD",57,0.214
"4223760","Trinity Area SD",236,0.534
"4223790","Troy Area SD",110,0.439
"4223820","Tulpehocken Area SD",124,0.611
"4223850","Tunkhannock Area SD",179,0.306
"4223880","Turkeyfoot Valley Area SD",27,0.921
"4223970","Tussey Mountain SD",71,0.138
"4224000","Twin Valley SD",269,1
"4224030","Tyrone Area SD",141,0.49
"4224060","Union Area SD",56,0.204
"4224090","Union City Area SD",87,0.297
"4224120","Union SD",31,0.319
"4224150","Uniontown Area SD",220,0.21
"4224210","Unionville-Chadds Ford SD",311,0.433
"4224240","United SD",92,0.237
"4224300","Upper Adams SD",151,0.307
"4224320","Upper Darby SD",863,0.26
"4224360","Upper Dauphin Area SD",88,0.202
"4224390","Upper Dublin SD",282,0.498
"4224480","Upper Merion Area SD",319,0
"4224510","Upper Moreland Township SD",206,0.308
"4224540","Upper Perkiomen SD",258,0.225
"4224570","Upper Saint Clair SD",335,0.818
"4224630","Valley Grove SD",66,0.331
"4224650","Valley View SD",202,0.256
"4224750","Wallenpaupack Area SD",233,0.367
"4224790","Wallingford-Swarthmore SD",243,0.169
"4224870","Warrior Run SD",122,0.464
"4224960","Warwick SD",311,0.77
"4224970","Wayne Highlands SD",234,0.37
"4224990","Washington SD",112,0.475
"4225080","Wattsburg Area SD",95,0.378
"4225110","Waynesboro Area SD",349,0.369
"4225140","Weatherly Area SD",48,0.679
"4225170","Wellsboro Area SD",135,0.239
"4225200","West Allegheny SD",240,0.404
"4225230","West Branch Area SD",70,0.912
"4225440","West Greene SD",48,0.36
"4225590","West Jefferson Hills SD",230,0.578
"4225680","West Mifflin Area SD",239,0.362
"4225740","West Perry SD",195,1
"4225830","West Shore SD",599,0.526
"4225950","Wyoming Valley West SD",352,0.172
"4225980","West York Area SD",236,0.515
"4226010","Mifflinburg Area SD",178,0.455
"4226040","Western Beaver County SD",47,0.024
"4226070","Western Wayne School District",159,0.294
"4226130","Westmont Hilltop SD",124,0.186
"4226250","Whitehall-Coplay SD",378,0.156
"4226370","Wilkinsburg Borough SD",41,0.311
"4226390","William Penn SD",363,0.142
"4226400","Williams Valley SD",67,0.222
"4226430","Williamsburg Community SD",34,0.995
"4226460","Williamsport Area SD",371,0.311
"4226520","Wilmington Area SD",97,0.226
"4226550","Wilson Area SD",166,0.467
"4226580","Wilson  SD",468,0.666
"4226610","Windber Area SD",88,0.285
"4226700","Wyalusing Area SD",110,0.317
"4226730","Wyoming Area SD",187,0.33
"4226760","Wyomissing Area SD",158,0.851
"4226850","York Suburban SD",260,0.115
"4400001","R.I. Sch for the Deaf",3,0
"4400005","Urban Collaborative",83,0
"4400120","Learning Community",282,0.263
"4400009","DCYF",3,0
"4400900","Trinity Academy for the Performing Arts",1886,0.146
"4400030","Barrington",303,0
"4401020","The Compass School",280,0.411
"4400065","Bristol Warren",238,0
"4400090","Burrillville",210,0.248
"4400150","Chariho",250,0.113
"4400210","Coventry",397,0.201
"4400240","Cranston",859,0.247
"4400270","Cumberland",383,0.41
"4400300","East Greenwich",198,0
"4400330","East Providence",363,0.281
"4400360","Exeter-West Greenwich",136,0.256
"4400420","Foster-Glocester",149,0.317
"4400510","Jamestown",50,0.64
"4400540","Johnston",264,0.171
"4400570","Lincoln Public Schools",247,0.226
"4400600","Little Compton",35,0.988
"4400630","Middletown",181,0.227
"4400660","Narragansett",86,0.36
"4400690","New Shoreham",12,0
"4400720","Newport",148,0.277
"4400750","North Kingstown",338,0.464
"4400780","North Providence",287,0.239
"4400810","North Smithfield",159,0.434
"4400840","Pawtucket",651,0.326
"4400870","Portsmouth",212,0.264
"4400960","Scituate",113,0.312
"4400990","Smithfield",201,0.414
"4401050","Tiverton",150,0.339
"4401110","Warwick",701,0.077
"4401140","West Warwick",246,0.199
"4401170","Westerly Public Schools",214,0.453
"4401200","Woonsocket",424,0
"4500002","Dorchester 04",152,0.249
"4500004","Deaf & Blind School",11,0
"4500690","Abbeville 60",246,0.037
"4500720","Aiken 01",1885,0.332
"4500750","Allendale 01",81,0.257
"4500780","Anderson 01",718,0.383
"4500810","Anderson 02",275,0.464
"4500840","Anderson 03",210,0.422
"4500870","Anderson 04",201,0.177
"4500900","Anderson 05",943,0.307
"4500930","Bamberg 01",102,0.164
"4500960","Bamberg 02",45,0.27
"4501020","Barnwell 19",60,0.316
"4501050","Barnwell 29",68,0.249
"4501080","Barnwell 45",203,0.242
"4501110","Beaufort 01",1574,0.21
"4501170","Berkeley 01",2413,0.343
"4501250","Calhoun 01",120,0.505
"4501440","Charleston 01",3225,0.325
"4501500","Cherokee 01",693,0.302
"4501530","Chester 01",392,0.252
"4501560","Chesterfield 01",552,0.112
"4501740","Clarendon School District One",60,0.333
"4501770","Clarendon 02",236,0.186
"4501800","Clarendon 03",104,0.192
"4501830","Colleton 01",441,0.123
"4501860","Darlington 01",822,0.294
"4501920","Dillon 04",329,0.45
"4501950","Dillon 03",128,0.568
"4502010","Dorchester 02",2009,0.177
"4502070","Edgefield 01",296,0.329
"4502100","Fairfield 01",216,0.121
"4502130","Florence 01",1185,0.203
"4502160","Florence 02",96,0.153
"4502190","Florence 03",274,0.091
"4502220","Florence 04",56,0.107
"4502250","Florence 05",95,0.268
"4502280","Georgetown 01",741,0.262
"4502310","Greenville 01",5473,0.24
"4502340","Greenwood 50",648,0.04
"4502370","Greenwood 51",58,0.411
"4502400","Greenwood 52",136,0.271
"4502430","Hampton 01",188,0.17
"4502460","Hampton County School District 2",65,0.193
"4502490","Horry 01",3236,0.292
"4502520","Jasper 01",247,0.187
"4502550","Kershaw 01",814,0.304
"4502580","Lancaster 01",895,0.415
"4502610","Laurens 55",429,0.295
"4502640","Laurens 56",201,0.26
"4502670","Lee 01",144,0.164
"4502700","Lexington 01",1911,0.372
"4502730","Lexington 02",653,0.281
"4502760","Lexington 03",132,0.369
"4502790","Lexington 04",219,0.898
"4502820","Lexington 05",982,0.24
"4502970","Marlboro 01",269,0.113
"4503000","McCormick 01",69,0.21
"4503030","Newberry 01",455,0.19
"4503060","Oconee 01",781,0.255
"4503150","Orangeburg 03",218,0.204
"4503180","Orangeburg 04",256,0.166
"4503210","Orangeburg 05",398,0.089
"4503330","Pickens 01",1267,0.368
"4503360","Richland 01",1608,0.214
"4503390","Richland 02",2125,0.184
"4503420","Dept of Juvenile Justice",96,0.013
"4503460","Saluda 01",169,0.16
"4503480","Spartanburg 01",345,0.323
"4503510","Spartanburg 02",750,0.265
"4503540","Spartanburg 03",221,0.284
"4503570","Spartanburg 04",195,0.369
"4503600","Spartanburg 05",641,0.183
"4503630","Spartanburg 06",865,0.18
"4503660","Spartanburg 07",544,0.273
"4503750","Union 01",325,0.325
"4503780","Williamsburg 01",325,0.215
"4503810","York 01",391,0.362
"4503840","York 02",563,0.583
"4503870","York 03",1502,0.313
"4503900","York 04",993,0.463
"45_virtual","SC Public Charter School District",928,0.114
"4503690","Sumter 01",614,0.174
"4503720","Sumter 01",546,0.237
"4503908","Marion 10",343,0.169
"4600002","Milbank School District 25-4",77,0.341
"4600003","Wilmot School District 54-7",14,0
"4600025","Howard School District 48-3",29,0.224
"4600028","Alcester-Hudson School District 61-1",10,0
"4600036","Deuel School District 19-4",31,0.323
"4600041","Britton-Hecla School District 45-4",28,0
"4600042","Agar-Blunt-Onida School District 58-3",20,0.69
"4600045","Groton Area School District 06-6",40,0.174
"4600046","Hitchcock Tulare School District 56-6",11,0
"4600052","Tea Area School District 41-5",127,0.498
"4600053","Sisseton School District 54-2",61,0.181
"4601026","McCook Central School District 43-7",23,0
"4601027","Oldham - Ramona School District 39-5",12,0
"4601028","Selby Area School District 62-5",12,0.549
"4602070","Aberdeen School District 06-1",299,0.209
"4602640","Hanson School District 30-1",23,1
"4603720","Arlington School District 38-1",14,0
"4603780","Armour School District 21-1",11,0
"4603932","Sanborn Central School District 55-5",14,0
"4604270","Avon School District 04-1",20,0
"4604680","Baltic School District 49-1",34,0.055
"4605610","Belle Fourche School District 09-1",90,0.222
"4606240","Bennett County School District 03-1",29,0
"4606360","Beresford School District 61-2",62,0.33
"4606960","Big Stone City School District 25-1",8,0.464
"4607050","Bison School District 52-1",8,0
"4607400","Bon Homme School District 04-2",40,0.372
"4607670","South Central 26-5",9,0
"4607800","Bowdle School District 22-1",7,0
"4607950","Brandon Valley School District 49-2",276,0.222
"4608520","Brookings School District 05-1",256,0.202
"4609300","Harding County School District 31-1",21,0
"4609512","Burke School District 26-2",22,1
"4610320","Canistota School District 43-1",15,0
"4610560","Canton School District 41-1",73,0.358
"4611280","Castlewood School District 28-1",16,0
"4611760","Centerville School District 60-1",14,0
"4612000","Chamberlain School District 07-1",55,0.262
"4612300","Chester Area School District 39-1",26,0
"4612940","Clark School District 12-2",27,0
"4614100","Colman-Egan School District 50-5",18,0
"4614130","Colome Consolidated 59-3",22,0
"4616950","Custer School District 16-1",68,0
"4617850","De Smet School District 38-2",21,0
"4618120","Dell Rapids School District 49-3",72,0
"4619170","Doland School District 56-2",17,0
"4619410","Douglas School District 51-1",205,0.262
"4619450","Dupree School District 64-2",36,0
"4619580","Jones County School District 37-3",10,0
"4620850","Edgemont School District 23-1",10,0
"4621340","Elk Point-Jefferson School District 61-7",53,0.342
"4621390","Elkton School District 05-3",29,0.198
"4621400","Frederick Area School District 06-2",14,0
"4621420","Bridgewater-Emery 30-3",20,0.096
"4622410","Estelline School District 28-2",21,0
"4622500","Ethan School District 17-1",18,0
"4622560","Eureka School District 44-1",10,0
"4622940","Faith School District 46-2",17,0
"4624030","Faulkton Area Schools 24-4",19,0
"4624390","Flandreau School District 50-3",42,0.276
"4624540","Florence School District 14-1",15,0
"4624850","Stanley County School District 57-1",38,0.279
"4625500","Freeman School District 33-1",24,0.292
"4626370","Garretson School District 49-4",38,0
"4626490","Gayville-Volin School District 63-1",19,0
"4626970","Gettysburg School District 53-1",16,0
"4629880","Gregory School District 26-4",33,0.303
"4630490","Haakon School District 27-1",18,0.357
"4630800","Hamlin School District 28-3",55,0.343
"4631350","Harrisburg School District 41-2",247,0.197
"4631710","West Central School District 49-7",93,0
"4632340","Henry School District 14-2",8,0
"4632430","Herreid School District 10-1",14,0
"4633360","Hill City School District 51-2",35,0.365
"4634440","Edmunds Central School District 22-5",11,0
"4634480","Hot Springs School District 23-2",68,0.182
"4634600","Hoven School District 53-2",7,0
"4635480","Huron School District 02-2",200,0.283
"4636060","Ipswich Public School District 22-6",35,0
"4636150","Iroquois School District 02-3",11,0
"4636990","Dakota Valley School District 61-8",107,0.463
"4638220","Kimball School District 07-2",18,0.238
"4639540","Andes Central School District 11-1",14,0
"4639600","Madison Central School District 39-2",94,0.285
"4639990","Lake Preston School District 38-3",21,0
"4640860","Langford Area 45-5",17,0
"4641300","Lead-Deadwood School District 40-1",51,0.165
"4641520","Lemmon School District 52-4",20,0
"4641550","Lennox School District 41-4",72,0.317
"4641640","Leola School District 44-2",8,0
"4644770","Lyman School District 42-1",27,0
"4644940","Tri-Valley School District 49-6",57,0.238
"4645450","Marion School District 60-3",18,0
"4646260","McIntosh School District 15-1",14,0.297
"4646380","McLaughlin School District 15-2",31,0
"4647100","Menno School District 33-2",19,0.372
"4647942","Miller 29-4",32,0
"4648390","Mitchell School District 17-2",188,0.182
"4648780","Montrose School District 43-2",24,0.186
"4649650","Mount Vernon School District 17-3",18,0
"4650670","New Underwood School District 51-3",22,0
"4650850","Newell School District 09-2",25,0
"4651750","Northwestern Area School District 56-7",25,0
"4652770","Oelrichs School District 23-3",6,0
"4654270","Parker School District 60-4",36,0
"4654300","Parkston School District 33-3",46,0
"4655260","Pierre School District 32-2",211,0.499
"4655710","Plankinton School District 01-1",26,0
"4659820","Rapid City Area School District 51-4",1038,0.219
"4660450","Redfield School District 56-4",41,0.241
"4663360","Rosholt School District 54-4",25,0
"4664140","Rutland School District 39-4",11,0
"4665180","Scotland School District 04-3",16,0.234
"4665460","Oglala Lakota County 65-1",117,0
"4666270","Sioux Falls School District 49-5",1615,0.167
"4666300","Sioux Valley School District 05-5",44,0
"4666930","Spearfish School District 40-2",168,0.166
"4669930","Meade School District 46-1",180,0.292
"4670140","Summit School District 54-6",19,0
"4671880","Timber Lake School District 20-3",20,0.877
"4672090","Todd County School District 66-1",159,0.177
"4672450","Tripp-Delmont School District 33-5",9,0
"4674370","Vermillion School District 13-1",92,0.529
"4674520","Viborg-Hurley School District 60-6",16,0.362
"4675420","Wagner Community School District 11-4",60,0.228
"4675600","Smee School District 15-3",9,0
"4675660","Wall School District 51-5",18,0
"4676020","Warner School District 06-5",16,0
"4676620","Watertown School District 14-4",282,0.365
"4676680","Waubay School District 18-3",14,0
"4676740","Waverly School District 14-5",16,0.24
"4676990","Webster Area 18-5",42,0
"4677460","Wessington Springs School District 36-2",23,0.168
"4678300","Deubrook Area School District 05-6",33,0.29
"4678510","White Lake School District 01-3",8,0
"4678570","White River School District 47-1",15,0.227
"4679350","Willow Lake School District 12-3",11,0
"4679710","Winner School District 59-2",54,0.309
"4680100","Wolsey Wessington School District 02-6",23,0
"4680120","Black Hills Special Services Cooperative",2,0
"4680190","Woonsocket School District 55-4",21,0
"4680437","Kadoka Area School District 35-2",25,0
"4680438","Platte - Geddes School District 11-5",30,0.794
"4680439","Irene - Wakonda School District 13-3",23,0.162
"4680440","Highmore-Harrold 34-2",16,0
"4680441","Mobridge-Pollock 62-6",46,0
"4700001","Hamblen County",765,0.257
"4700060","Alcoa",165,0.188
"4700090","Anderson County",537,0.285
"4700120","Athens City Schools",175,0.201
"4700145","Tenn School For Blind",14,0
"4700146","Tenn Sch For Deaf",13,0
"4702940","Achievement School District",7242,0.12
"4703180","Achievement School District",5633,0.262
"4703810","Shelby County Schools",3535,0.194
"4700180","Bedford County",641,0.058
"4700240","Benton County",174,0.108
"4700270","Bledsoe County",145,0
