"id","area","size","alg8"
"1931470","Westwood Comm School District",44,0.347
"1931620","Whiting Comm School District",12,0
"1931680","Williamsburg Comm School District",66,0.243
"1931800","Wilton Comm School District",54,0.297
"1931830","Winfield-Mt Union Comm School District",36,0.247
"1931860","Winterset Comm School District",148,0.345
"1931920","Woodbine Comm School District",27,0.507
"1931950","Woodbury Central Comm School District",38,0.496
"1932010","Woodward-Granger Comm School District",66,0
"1999017","PCM Community School District",89,0.425
"1999019","Southeast Webster Grand Comm School District",78,0.28
"2000001","Southeast Of Saline",55,0.396
"2000002","Smoky Valley",68,0.193
"20_virtual","Smoky Valley",535,0.102
"2000003","Wamego",100,0.13
"2000004","Rock Creek",82,0.362
"2000006","Hiawatha",54,0.627
"2000007","Smith Center",36,0.275
"2000008","Lawrence Gardner High School",2,0
"2000012","Barnes",37,0
"2000013","Triplains",3,0
"2000014","Central Heights",43,0.304
"2000015","Ottawa",189,0.243
"2000016","Marysville",88,0
"2000017","Scott County",80,0
"2000018","School for Blind",4,0
"2000019","School for Deaf",9,0
"2000020","Western Plains",7,0
"2000023","Rawlins County",24,0.857
"2000028","Washington Co. Schools",31,1
"2000029","Rock Hills",18,0
"2000030","Republic County",38,0.258
"2000346","Thunder Ridge Schools",17,0
"2000348","Doniphan West Schools",20,0.486
"2000349","Central Plains",23,0
"2000350","Prairie Hills",91,0
"2000351","Riverside",49,0
"2000353","Nemaha Central",35,0
"2003180","Abilene",120,0.234
"2003200","Auburn Washburn",495,0.287
"2003210","North Lyon County",37,0.187
"2003240","Mill Creek Valley",36,1
"2003270","Northern Valley",11,0.802
"2003300","Labette County",113,0
"2003360","Andover",428,0
"2003390","Chaparral Schools",58,0.068
"2003430","Argonia Public Schools",6,0.683
"2003450","Arkansas City",199,0.405
"2003480","Northeast",44,0
"2003510","USD 220 Ashland",16,0.438
"2003540","Atchison Public Schools",122,0.233
"2003570","Attica",9,0
"2003630","Augusta",167,0.249
"2003720","Baldwin City",107,0.119
"2003780","Basehor-Linwood USD 458",184,1
"2003810","Baxter Springs",81,0
"2003870","Beloit",75,0.285
"2003900","Belle Plaine",54,0.549
"2003960","Twin Valley",52,0.356
"2004020","Otis-Bison",14,0
"2004050","Bonner Springs",172,0.232
"2004080","Brewster",9,0.216
"2004140","Bucklin",17,0.521
"2004170","Altoona-Midway",12,0.163
"2004200","Buhler USD 313",178,0.335
"2004230","Central",28,0
"2004260","Burlingame Public School",16,0.372
"2004290","Burlington",69,0
"2004350","Burrton",20,0.2
"2004380","Caldwell",23,0.518
"2004410","CANEY VALLEY (USD 436)",68,0.881
"2004440","Canton-Galva",37,0
"2004470","Waconda",20,0.529
"2004500","Cedar Vale",17,0
"2004560","Vermillion",39,0.1
"2004590","Chanute Public Schools",138,0.245
"2004620","Chapman",101,0.246
"2004650","Chase-Raymond",8,0
"2004670","Cheney",56,0.067
"2004710","Cherokee",41,0.383
"2004740","Cherryvale",50,0.297
"2004770","Chetopa-St. Paul",27,0.364
"2004790","Cheylin",12,0
"2004800","Cimarron-Ensign",43,0.322
"2004830","North Jackson",35,0.28
"2004890","Clay Center",92,0.043
"2004920","Clearwater",102,0
"2004950","Clifton-Clyde",25,0.85
"2004980","Coffeyville",130,0
"2005010","Colby Public Schools",74,0
"2005040","Comanche County",24,0
"2005070","Columbus",83,0.154
"2005100","Concordia",77,0.539
"2005130","Conway Springs",53,0.426
"2005190","Copeland",9,0
"2005250","Chase County",26,0.266
"2005280","Morris County",46,0
"2005310","Pike Valley",15,0.449
"2005370","Cunningham",11,0
"2005400","Deerfield",18,0
"2005460","Derby Public Schools",270,0.334
"2005490","De Soto",568,0
"2005520","Dexter",11,0.49
"2005550","Dighton",18,1
"2005580","Dodge City",451,0.239
"2005610","Douglass Public Schools",39,0.05
"2005640","Easton",45,0
"2005700","Atchison Co Comm Schools",46,0.622
"2005730","El Dorado",120,0.395
"2005760","Elk Valley",13,0
"2005790","Elkhart",38,0
"2005800","Ell-Saline",32,0
"2005820","Ellinwood Public Schools",4,0.889
"2005850","Ellis",32,0.38
"2005870","Ellsworth",40,0.099
"2005940","Emporia",316,0.152
"2006000","Erie-Galesburg",30,0
"2006060","Mission Valley",42,0
"2006090","Eudora",107,0.018
"2006120","Eureka",41,0
"2006180","Fort Scott",176,0.18
"2006210","Fowler",8,0.676
"2006240","Remington-Whitewater",42,0.51
"2006270","Fredonia USD 484",51,0.397
"2006300","Frontenac Public Schools",71,0.37
"2006330","Ft Leavenworth",135,0
"2006360","Galena",69,0
"2006390","Garden City Public Schools USD 457",552,0.193
"2006420","Gardner Edgerton",402,0.222
"2006450","Garnett",87,0.383
"2006480","Girard",75,0.212
"2006510","Southern Cloud",18,0.485
"2006540","Goddard",427,0.119
"2006570","Goessel",23,0.656
"2006580","Goodland",78,0.256
"2006660","Great Bend",259,0.209
"2006690","Greeley County Schools",11,0
"2006720","Kiowa County",13,0.523
"2006780","Grinnell Public Schools",9,0.615
"2006840","Halstead",59,0.268
"2006870","Hamilton USD No. 390",11,0
"2006930","Southern Lyon County",33,0.06
"2006960","Haven Public Schools",59,0.262
"2006990","Haviland",6,0
"2007020","Hays",202,0.184
"2007050","Haysville",430,0.122
"2007080","Healy Public Schools",11,0
"2007110","Herington",22,0
"2007170","Hesston",86,0.382
"2007260","Graham County",27,0.439
"2007290","Durham-Hillsboro-Lehigh",33,0
"2007320","Hoisington",50,0.321
"2007350","Holcomb",80,0.087
"2007380","Holton",82,0.257
"2007440","Rural Vista",15,0
"2007470","South Brown County",51,0.292
"2007500","West Elk",21,0
"2007530","Hoxie Community Schools",18,0
"2007560","Hugoton Public Schools",81,0.246
"2007590","Humboldt",50,0
"2007620","Hutchinson Public Schools",336,0.196
"2007650","Independence",152,0
"2007680","Ingalls",17,0
"2007710","Inman",35,0.589
"2007740","Iola",109,0.931
"2007750","Jayhawk",45,0.221
"2007800","Hodgeman County Schools",23,0
"2007860","Stanton County",33,0
"2007890","Geary County Schools",501,0.03
"2007950","Kansas City",1547,0.972
"2007970","Kaw Valley",71,0.6
"2008040","Crest",16,0
"2008070","Kingman - Norwich",81,0
"2008100","Kinsley-Offerle",30,0
"2008130","South Barber",17,0.118
"2008190","Kismet-Plains",55,0.198
"2008220","LaCrosse  395",28,0
"2008250","Prairie View",67,0.291
"2008280","Lakin",48,0.145
"2008310","Fairfield",21,0.478
"2008340","Lansing",209,0.403
"2008370","Ft Larned",67,0
"2008400","USD 497 Lawrence Public Schools",779,0.303
"2008430","Leavenworth",244,0.253
"2008550","Bluestem",36,0
"2008610","Leoti",18,1
"2008670","LeRoy-Gridley",13,0
"2008730","Liberal",339,0.463
"2008790","Lincoln USD #298",28,0
"2008880","Little River",26,0.376
"2008910","Logan",15,0
"2008940","Centre",16,0.248
"2008970","Louisburg",135,0.176
"2009000","Lyndon",32,0.5
"2009030","Lyons",60,0.097
"2009060","Macksville",17,0.665
"2009090","Madison-Virgil",16,0.944
"2009140","Maize",519,0.247
"2009180","Manhattan-Ogden",436,0.066
"2009240","Marion-Florence",37,0.189
"2009320","Royal Valley",64,0.222
"2009360","McLouth",39,0.577
"2009390","McPherson",180,0.487
"2009420","Meade",23,0
"2009450","Barber County North",35,0.341
"2009480","Marais Des Cygnes Valley",17,0
"2009510","Jefferson West",56,0.587
"2009570","North Ottawa County",34,0.118
"2009600","Minneola",23,0
"2009660","Marmaton Valley",21,0
"2009720","Moscow Public Schools",16,0.49
"2009780","Moundridge",23,0
"2009840","Mulvane",151,0.217
"2009850","Paradise",4,0
"2009900","Neodesha",57,0.279
"2009930","Ness City",22,0
"2009960","Newton",259,0.165
"2009990","Nickerson-South Hutchinson",82,0.175
"2010020","Norton Community Schools",60,0.363
"2010050","Oakley",35,0.432
"2010080","Oberlin",26,0.721
"2010140","Olathe",2169,0.586
"2010170","Onaga-Havensville-Wheaton",25,0.159
"2010230","Osage City",54,0.073
"2010260","Osawatomie",82,0.219
"2010290","Osborne County",21,0
"2010320","Oskaloosa Public Schools",37,0
"2010350","Oswego",35,0.454
"2010410","Santa Fe Trail",80,0
"2010440","Oxford",22,0.619
"2010470","Palco",6,0
"2010500","Paola",152,0.584
"2010560","Parsons District Schools USD 503",80,0.386
"2010590","Peabody-Burns",27,0
"2010620","Perry Public Schools",59,0.22
"2010650","Phillipsburg",43,0.339
"2010680","Piper-Kansas City",143,0.377
"2010710","Pittsburg",204,0.122
"2010740","Plainville",41,0.526
"2010770","Pleasanton",32,0.894
"2010800","West Franklin",50,0.196
"2010890","Pratt",84,0.142
"2010920","Pretty Prairie USD 311",13,0
"2010950","Quinter Public Schools",12,0.572
"2010980","Blue Valley",19,0
"2011040","Golden Plains",17,0
"2011080","Renwick",147,0.156
"2011100","Riley County",54,0.691
"2011130","Riverton",59,0.352
"2011190","Rolla",11,0
"2011220","Flinthills",25,0.351
"2011250","Rose Hill Public Schools",122,0.417
"2011280","Pawnee Heights",11,0
"2011310","Russell County",58,1
"2011370","Salina Public Schools - USD 305",531,0.015
"2011400","Satanta",19,1
"2011430","Skyline Schools",32,0.312
"2011490","Seaman",275,0
"2011520","Chautauqua Co Community",30,0
"2011550","Sedgwick Public Schools",34,0.388
"2011610","Wallace County Schools",8,0.848
"2011640","Shawnee Mission Pub Sch",1978,0.402
"2011700","Silver Lake",49,0.147
"2011760","Solomon",24,0.29
"2011790","South Haven",11,0
"2011820","Spearville",25,0.606
"2011850","Spring Hill",167,0.223
"2011880","St Francis Comm Sch",20,0
"2011910","St John-Hudson",21,0
"2011970","Stafford",19,0.534
"2012000","Blue Valley",1791,0.468
"2012030","Sterling USD 376",42,0.472
"2012060","Stockton",27,0.926
"2012090","Sublette",26,0
"2012120","Sylvan Grove",15,0
"2012150","Syracuse",37,0
"2012180","Shawnee Heights",281,0
"2012210","Tonganoxie",142,0.331
"2012260","Topeka Public Schools",978,0
"2012300","Circle",154,0.547
"2012330","Troy Public Schools",26,0
"2012360","Turner-Kansas City",312,0.211
"2012390","Udall",22,0.442
"2012420","Ulysses",121,0.132
"2012450","Uniontown",24,0.423
"2012510","Valley Center Pub Sch",230,0.195
"2012540","Valley Falls",21,0
"2012600","Victoria",23,0.397
"2012630","Wakeeney",33,0
"2012780","Valley Heights",33,0
"2012810","Lebo-Waverly",43,0
"2012840","Wellington",111,0.417
"2012870","Wellsville",78,0.168
"2012900","Weskan",9,0
"2012990","Wichita",3333,0.179
"2013020","Jefferson County North",34,0.379
"2013050","Winfield",171,0.45
"2013110","Woodson",40,0
"2100030","Adair County",191,0.119
"2100070","Allen County",211,0.122
"2100081","Muhlenberg County",351,0
"2100090","Anchorage Independent",37,0
"2100094","Kentucky School for the Blind",7,0
"2100095","Kentucky School for the Deaf",15,0
"2100120","Anderson County",247,0
"2100150","Ashland Independent",225,0
"2100180","Augusta Independent",21,0.474
"2100210","Ballard County",86,0
"2100240","Barbourville Independent",62,0.479
"2100270","Bardstown Independent",173,0.314
"2100300","Barren County",327,0.085
"21_virtual","Barren County",70,0.099
"2100330","Bath County",144,0.335
"2100360","Beechwood Independent",117,0.275
"2100390","Bell County",200,0
"2100420","Bellevue Independent",54,0.551
"2100480","Berea Independent",80,0.416
"2100510","Boone County",1607,0.298
"2100540","Bourbon County Schools",203,1
"2100570","Bowling Green Independent",307,0.117
"2100620","Boyd County",235,0.141
"2100630","Boyle County",225,0
"2100660","Bracken County",93,0.258
"2100690","Breathitt County",143,0.215
"2100720","Breckinridge County",197,0
"2100750","Bullitt County",1010,0.228
"2100780","Burgin Independent",27,0.482
"2100810","Butler County",158,1
"2100840","Caldwell County",158,0
"2100870","Calloway County",234,0
"2100900","Campbell County",356,0.166
"2100930","Campbellsville Independent",94,0.322
"2100960","Carlisle County",45,0.221
"2100990","Carroll County",136,0.132
"2101020","Carter County",341,0
"2101050","Casey County",165,0.364
"2101110","Caverna Independent",50,0.119
"2101150","Christian County",662,0.101
"2101200","Clark County",396,0
"2101230","Clay County",253,0
"2101260","Clinton County",127,0.183
"2101290","Cloverport Independent",25,0
"2101320","Corbin Independent",216,0.298
"2101350","Covington Independent",225,0
"2101380","Crittenden County",96,0.197
"2101410","Cumberland County",67,0
"2101440","Danville Independent",127,0.43
"2101470","Daviess County",810,0.329
"2101500","Dawson Springs Independent",45,0.284
"2101530","Dayton Independent",55,0.361
"2101590","East Bernstadt Independent",42,0.45
"2101620","Edmonson County",133,0.304
"2101650","Elizabethtown Independent",166,0.174
"2101680","Elliott County",75,0
"2101710","Eminence Independent",58,0.449
"2101740","Erlanger-Elsmere Independent",185,0.385
"2101760","Estill County",195,0.353
"2101800","Fairview Independent",54,0.353
"2101860","Fayette County Public Schools",2888,0.299
"2101920","Fleming County",181,0
"2101950","Floyd County",430,0.143
"2101980","Frankfort Independent",57,0.489
"2102010","Franklin County",414,0.139
"2102040","Fort Thomas Independent",244,0.406
"2102070","Fulton Independent",18,0.616
"2102100","Fulton County",42,0.429
"2102130","Gallatin County",98,0
"2102160","Garrard County",201,0.134
"2102220","Glasgow Independent",163,0.285
"2102250","Grant County",263,0.159
"2102280","Graves County",340,0.205
"2102300","Grayson County",336,0.048
"2102340","Green County",129,0.21
"2102400","Greenup County",191,0.15
"2102460","Hancock County",143,0
"2102490","Hardin County",875,0.12
"2102520","Harlan Independent",56,0.321
"2102540","Harlan County",311,0
"2102580","Harrison County",235,0
"2102640","Hart County",192,0.155
"2102670","Hazard Independent",80,1
"2102710","Henderson County",540,0.302
"2102760","Henry County",170,0.253
"2102790","Hickman County",54,0.459
"2102860","Hopkins County",477,0
"2102910","Jackson Independent",23,0.561
"2102940","Jackson County",147,0.353
"2102990","Jefferson County",7102,0.173
"2103000","Jenkins Independent",35,0.369
"2103030","Jessamine County",573,0.201
"2103060","Johnson County",266,0.205
"2103090","Kenton County School District",869,0.285
"2103120","Knott County",131,0.101
"2103150","Knox County",358,0
"2103180","LaRue County",177,0.204
"2103210","Laurel County",751,0.222
"2103240","Lawrence County",194,0.221
"2103270","Lee County Schools",72,0.45
"2103330","Leslie County",128,0
"2103360","Letcher County",225,0.193
"2103390","Lewis County",180,0.31
"2103480","Lincoln County",312,0.065
"2103510","Livingston County",94,0
"2103540","Logan County",271,0.356
"2103630","Ludlow Independent",56,0.27
"2103690","Lyon County",58,0.36
"2103720","Madison County",876,0.214
"2103750","Magoffin County School District",163,0
"2103780","Marion County",224,0.575
"2103810","Marshall County",383,0.13
"2103840","Martin County",148,0.209
"2103870","Mason County",162,0
"2103900","Mayfield Independent",124,0.203
"2103960","McCracken County",535,0.159
"2103990","McCreary County",204,0.286
"2104020","McLean County",125,0.237
"2104050","Meade County",368,0.113
"2104080","Menifee County",74,0.027
"2104110","Mercer County",233,0.278
"2104140","Metcalfe County",117,0.205
"2104170","Middlesboro Independent",95,0
"2104200","Monroe County",144,0
"2104250","Montgomery County",349,0
"2104290","Morgan County",166,0.318
"2104380","Murray Independent",108,0.483
"2104410","Nelson County",368,0.224
"2104440","Newport Independent",134,0.122
"2104470","Nicholas County",87,0
"2104500","Ohio County",315,0.226
"2104530","Oldham County",976,0.336
"2104560","Owen County",152,0.41
"2104590","Owensboro Independent",357,0.196
"2104620","Owsley County",65,0.432
"2104650","Paducah Independent",194,0.458
"2104680","Paintsville Independent",55,0.378
"2104710","Paris Independent",37,1
"2104740","Pendleton County",234,0.264
"2104770","Perry County",306,0
"2104800","Pike County",661,0.303
"2104830","Pikeville Independent",91,0.262
"2104860","Pineville Independent",42,0
"2104890","Powell County",180,0.184
"2104950","Pulaski County",635,0.449
"2104980","Raceland-Worthington Independent",68,0
"2105040","Robertson County",26,0.462
"2105070","Rockcastle County",238,0.117
"2105100","Rowan County",225,0.3
"2105130","Russell Independent",141,0.319
"2105160","Russell County",234,0.073
"2105190","Russellville Independent",78,0
"2105220","Science Hill Independent",41,0.68
"2105260","Scott County",669,0.396
"2105320","Shelby County",512,0.13
"2105370","Silver Grove Independent School District",13,0
"2105400","Simpson County",219,0.164
"2105430","Somerset Independent Schools",115,0.24
"2105460","Southgate Independent",10,0
"2105490","Spencer County",229,0.326
"2105520","Taylor County",199,0.16
"2105550","Todd County",136,0.244
"2105580","Trigg County",151,0.416
"2105610","Trimble County",95,0.261
"2105640","Union County Public Schools",165,0
"2105700","Walton-Verona Independent",128,0
"2105730","Warren County",1103,0.173
"2105760","Washington County",126,0.222
"2105790","Wayne County",255,0.121
"2105820","Webster County",181,0.22
"2105850","West Point Independent",7,0
"2105880","Whitley County",270,0.104
"2105910","Williamsburg Independent",66,0.439
"2105940","Williamstown Independent",59,0.317
"2105970","Wolfe County",107,0
"2106000","Woodford County Public Schools",320,0.208
"2200018","LA Schools for the Deaf and Visually Impaired",16,0.112
"2200020","Louisiana Special Education Center",2,0
"2200022","LSU Laboratory School",112,0.598
"2200023","Southern University Lab School",48,1
"22_virtual","Southern University Lab School",282,0.134
"2200030","Acadia Parish",810,0
"2201620","V. B. Glencoe Charter School",722,0.178
"2201170","International School of Louisiana",932,0.292
"2200150","Avoyelles Public Charter School",445,0.258
"2201350","Delhi Charter School",289,0.045
"2200039","Zachary Community School District",404,0.863
"2200040","City of Baker School District",120,0.142
"2201230","Belle Chasse Academy Inc.",386,0.038
"2200840","Milestone Academy",3596,0.192
"2200047","Office of Juvenile Justice",34,0
"2200056","A.E. Phillips Laboratory School",51,0
"2200060","Allen Parish",325,0.292
"2200090","Ascension Parish",1595,0.27
"2200120","Assumption Parish",268,0
"2200125","Central Community School District",326,0.154
"2200900","The MAX Charter School",987,0.026
"2201770","D'Arbonne Woods Charter School",248,0.072
"2200151","Howard School",11,0
"2200330","Lake Charles Charter Academy Foundation Inc.",2313,0.16
"2200180","Beauregard Parish",407,0.263
"2200210","Bienville Parish",166,0
"2200240","City of Bogalusa School District",143,0
"2200270","Bossier Parish",1705,0.212
"2200300","Caddo Parish",2904,0.111
"2200360","Caldwell Parish",117,0.12
"2200390","Cameron Parish",96,0.235
"2200420","Catahoula Parish",111,0
"2200450","Claiborne Parish",129,0.031
"2200480","Concordia Parish",244,0.163
"2200510","DeSoto Parish",348,0.239
"2200540","East Baton Rouge Parish",2894,0.125
"2200570","East Carroll Parish",73,0.979
"2200600","East Feliciana Parish",161,0.124
"2200630","Evangeline Parish",389,0.208
"2200660","Franklin Parish School Board",244,0
"2200690","Grant Parish",236,0
"2200720","Iberia Parish",978,0.026
"2200750","Iberville Parish",398,0.047
"2200780","Jackson Parish",182,0
"2200810","Jefferson Davis Parish",406,0.037
"2200870","Lafayette Parish",2252,0.027
"2200960","LaSalle Parish",191,0.27
"2200990","Lincoln Parish",392,0.122
"2201020","Livingston Parish",1780,0.154
"2201050","Madison Parish",103,0.153
"2201080","City of Monroe School District",550,0.113
"2201110","Morehouse Parish",295,0.021
"2201140","Natchitoches Parish",334,0.137
"2201200","Ouachita Parish",1516,0.17
"2201260","Pointe Coupee Parish",200,0.199
"2201290","Rapides Parish",1757,0.049
"2201320","Red River Parish",109,0.2
"2201380","Sabine Parish",299,0
"2201410","St. Bernard Parish",549,0
"2201440","St. Charles Parish",699,0.196
"2201470","St. Helena Parish",66,0.944
"2201500","St. James Parish",290,0.055
"2201530","St. John the Baptist Parish",482,0.093
"2201560","St. Landry Parish",1000,0
"2201590","St. Martin Parish",610,0.113
"2201650","St. Tammany Parish Public School System",2928,0.143
"2201680","Tangipahoa Parish",1417,0.084
"2201710","Tensas Parish",53,0
"2201740","Terrebonne Parish",1243,0.172
"2201800","Vermilion Parish",702,0.006
"2201830","Vernon Parish",653,0.1
"2201860","Washington Parish",413,0
"2201890","Webster Parish",500,0.162
"2201920","West Baton Rouge Parish",228,0.118
"2201950","West Carroll Parish",174,0.125
"2201980","West Feliciana Parish",136,0.263
"2202010","Winn Parish",166,0
"2280100","Special School District",19,0
"2300062","East Machias Public Schools",21,0.462
"2300065","Cutler Public Schools",8,0
"2300067","Machiasport Public Schools",1,0
"2300068","Whiting Public Schools",3,0
"2302220","Acton Public Schools",17,0.111
"2302280","AOS 77 Alexander School Department",5,0
"2302500","Airline CSD",7,0.325
"2302510","Appleton Public Schools",17,0.403
"2302610","Auburn Public Schools",267,0
"2302640","Augusta Public Schools",146,0.028
"2302730","Baileyville Public Schools",22,0.545
"2302820","Bangor Public Schools",293,0.17
"2302850","Bar Harbor Public Schools",44,0
"2302950","Beals Public Schools",9,0
"2303150","Biddeford Public Schools",202,0.14
"2303210","Blue Hill Public Schools",34,0.115
"2303290","Boothbay-Boothbay Hbr CSD",37,0.97
"2303510","Brewer Public Schools",98,0.215
"2303600","Bristol Public Schools",18,0
"2303610","Brooklin Public Schools",4,0
"2303640","Brooksville Public Schools",5,0
"2303780","Brunswick Public Schools",165,0.126
"2303870","Calais Public Schools",35,0.107
"2303930","Cape Elizabeth Public Schools",128,0.603
"2304080","Castine Public Schools",3,0
"2304110","Caswell Public Schools",3,1
"2304160","Charlotte Public Schools",5,0.748
"2304890","Dedham Public Schools",10,0.677
"2304895","Deer Isle-Stonington CSD",21,0.425
"2305310","Easton Public Schools",13,0
"2305360","Eastport Public Schools",8,0.778
"2305380","East Range CSD",5,1
"2305500","Ellsworth Public Schools",85,0
"2305670","Falmouth Public Schools",178,0.276
"2306000","Glenburn Public Schools",61,0.134
"2306060","Gorham Public Schools",220,0.337
"2306160","Great Salt Bay CSD",52,0.495
"2306180","Greenbush Public Schools",12,0
"2306250","Greenville Public Schools",26,0.607
"2306260","Hancock Public Schools",20,0.488
"2306330","Harmony Public Schools",17,0.565
"2306510","Hermon Public Schools",64,0.225
"2306610","Hope Public Schools",20,0.474
"2306780","Isle Au Haut Public Schools",2,0
"2306810","Islesboro Public Schools",10,0
"2306870","Jefferson Public Schools",20,0
"2306900","Jonesboro Public Schools",8,0
"2307100","Jonesport Public Schools",17,0
"2307140","Kittery Public Schools",78,0.285
"2307250","Lamoine Public Schools",11,0.447
"2307320","Lewiston Public Schools",351,0.135
"2307450","Lincolnville Public Schools",20,0.465
"2307530","Lisbon Public Schools",87,0
"2307710","Machias Public Schools",43,0.233
"2307800","Madawaska Public Schools",43,0.369
"2308160","Medway Public Schools",25,0.165
"2308250","Milford Public Schools",31,0.127
"2308280","Millinocket Public Schools",33,0
"2308490","Mount Desert Public Schools",29,0.577
"2308700","New Sweden Public Schools",5,0
"2308940","Nobleboro Public Schools",16,0.246
"2309330","Orrington School Department",34,0.905
"2309390","Otis Public Schools",5,0.749
"2309560","Pembroke Public Schools",14,0.827
"2309630","Penobscot Public Schools",6,0
"2309650","Perry Public Schools",10,0
"2309930","Portland Public Schools",489,0.588
"2309990","Princeton Public Schools",8,1
"2310380","Saco Public Schools",214,0.049
"2310500","Sanford Public Schools",245,0
"2310530","Scarborough Public Schools",262,0.361
"2310590","RSU 11/MSAD 11",144,0.127
"2310620","RSU 82/MSAD 12",15,0
"2310650","RSU 83/MSAD 13",11,0
"2310680","RSU 84/MSAD 14",8,0
"2310710","RSU 15/MSAD 15",155,0.292
"2310770","RSU 17/MSAD 17",240,0.21
"2310830","RSU 85/MSAD 19",9,0.43
"2310860","RSU 79/MSAD 01",138,0.159
"2310890","RSU 86/MSAD 20",49,0.206
"2310980","RSU 87/MSAD 23",53,0.243
"2311010","RSU 88/MSAD 24",19,0
"2311100","MSAD 27",65,0.545
"2311130","RSU 28/MSAD 28",97,0.342
"2311160","RSU 29/MSAD 29",99,0.142
"2311220","RSU 30/MSAD 30",23,0.311
"2311250","RSU 31/MSAD 31",34,0
"2311280","RSU 32/MSAD 32",19,0
"2311310","RSU 33/MSAD 33",18,0
"2311370","RSU 35/MSAD 35",174,0.252
"2311430","RSU 37/MSAD 37",35,0.569
"2311520","RSU 03/MSAD 03",94,0
"2311550","RSU 40",147,0.134
"2311580","RSU 41/MSAD 41",47,0
"2311610","RSU 42/MSAD 42",35,0.375
"2311670","RSU 44/MSAD 44",56,0
"2311700","RSU 45/MSAD 45",19,0.376
"2311730","RSU 80/MSAD 04",45,0.226
"2311790","RSU 06/MSAD 06",292,0
"2311820","RSU 07/MSAD 07",2,1
"2311850","RSU 08/MSAD 08",13,0
"2311910","MSAD 76",3,0
"2312100","Education in Unorganized Terr",5,0
"2312140","Sedgwick Public Schools",11,0
"2312300","South Bristol Public Schools",4,0.519
"2312330","South Portland Public Schools",306,0.102
"2312390","Southwest Harbor Public Schools",14,0.432
"2312750","Surry Public Schools",8,0
"2312960","Tremont Public Schools",10,0.202
"2312980","Trenton Public Schools",10,0.192
"2313110","Vassalboro Public Schools",56,0
"2313140","Veazie Public Schools",20,0.199
"2313350","Waterville Public Schools",117,0.149
"2313490","Wells-Ogunquit CSD",122,1
"2313560","Westbrook Public Schools",195,0.138
"2313860","Winslow Schools",110,0.167
"2313970","Winthrop Public Schools",72,0.186
"2314010","Woodland Public Schools",5,0
"2314100","Yarmouth Schools",101,0
"2314130","York Public Schools",119,0.3
"2314160","RSU 52/MSAD 52",117,0.485
"2314190","RSU 55/MSAD 55",82,0.244
"2314210","RSU 61/MSAD 61",127,0.189
"2314240","RSU 51/MSAD 51",147,0.401
"2314300","RSU 58/MSAD 58",65,0
"2314330","RSU 49/MSAD 49",182,0.153
"2314440","RSU 64/MSAD 64",74,0.086
"2314470","RSU 63/MSAD 63",61,1
"2314530","MSAD 46",65,0.2
"2314560","RSU 59/MSAD 59",46,0.336
"2314590","RSU 54/MSAD 54",218,0.105
"2314610","RSU 53/MSAD 53",78,0.303
"2314670","RSU 57/MSAD 57",230,0.251
"2314700","RSU 60/MSAD 60",247,0.089
"2314761","RSU 68/MSAD 68",72,0.192
"2314762","RSU 70/MSAD 70",37,0
"2314765","RSU 72/MSAD 72",81,0.251
"2314767","RSU 74/MSAD 74",49,0.393
"2314768","RSU 75/MSAD 75",181,0.419
"2314772","RSU 01 - LKRSU",142,0.272
"2314773","RSU 21",160,0.343
"2314775","RSU 16",131,0.19
"2314776","RSU 02",167,0.099
"2314777","RSU 67",87,0.187
"2314778","RSU 26",52,0.315
"2314779","RSU 18",240,0
"2314780","RSU 12",93,0
"2314782","RSU 34",94,0.022
"2314783","RSU 04",113,0
"2314784","RSU 23",52,0.173
"2314785","RSU 19",148,0.045
"2314787","RSU 13",97,0.166
"2314788","RSU 38",85,0
"2314789","RSU 05",134,0.411
"2314790","RSU 24",54,0.486
"2314791","RSU 20",39,0
"2314793","RSU 14",233,0.39
"2314794","RSU 39",103,0.195
"2314795","RSU 10",177,0.09
"2314796","RSU 25",66,0
"2314803","RSU 78",16,0
"2314805","RSU 73",129,0.123
"2314806","RSU 50",50,0.142
"2314809","RSU 09",172,0.245
"2314814","Cherryfield Public Schools",15,0.277
"2314815","RSU 22",192,0.553
"23_noGEO","Harpswell Coastal Academy",34,0
"2314817","Athens Public Schools",15,0
"2314818","Eustis Public Schools",8,0
"2400027","SEED School of Maryland",74,0
"2400030","Allegany County Public Schools",626,0.321
"2400060","Anne Arundel County Public Schools",5837,0.442
"2400090","Baltimore City Public Schools",5408,0.094
"2400120","Baltimore County Public Schools",7590,0.453
"2400150","Calvert County Public Schools",1304,0.228
"2400180","Caroline County Public Schools",434,0.136
"2400210","Carroll County Public Schools",2078,0.193
"2400240","Cecil County Public Schools",1179,0.297
"2400270","Charles County Public Schools",2032,0.297
"2400300","Dorchester County Public Schools",301,0.292
"2400330","Frederick County Public Schools",3024,0.177
"2400360","Garrett County Public Schools",277,0.283
"2400390","Harford County Public Schools",2957,0.288
"2400420","Howard County Public Schools",4186,0.344
"2400450","Kent County Public Schools",147,0.191
"2400480","Montgomery County Public Schools",11282,0.449
"2400510","Prince George's County Public Schools",9015,0.111
"2400540","Queen Anne's County Public Schools",630,0.327
"2400570","Somerset County Public Schools",205,0.019
"2400600","St. Mary's County Public Schools",1312,0.277
"2400630","Talbot County Public Schools",352,0.255
"2400660","Washingtion County Public Schools",1700,0.437
