id,name,G08,HI08,BL08,WH08,HI08_alg_p,HI08_access_p,BL08_alg_p,BL08_access_p,WH08_alg_p,WH08_access_p
100005,"Albertville City School District, AL",333,133,8,182,.16541353,1,0,1,.31868133,1
100006,"Marshall County School District, AL",434,92,4,326,.11956522,1,0,1,.297546,1
100008,"Madison City School District, AL",784,28,145,509,.14285715,1,.26206896,1,.5049116,1
100011,"Leeds City School District, AL",137,14,31,88,.14285715,1,.064516127,1,.28409091,1
100013,"Trussville City School District, AL",351,2,37,300,1,1,.27027026,1,.46333334,1
100030,"Alexander City City School District, AL",224,11,76,134,0,1,.092105262,1,.32089552,1
100060,"Andalusia City School District, AL",117,3,37,74,0,0,0,0,0,0
100090,"Anniston City School District, AL",131,3,119,4,0,1,.18487395,1,0,1
100100,"Arab City School District, AL",193,6,0,182,.33333334,1,,,.31868133,1
100120,"Athens City School District, AL",308,48,62,175,0,1,.080645159,1,.28,1
100180,"Attalla City School District, AL",174,10,41,122,0,1,.17073171,1,.30327868,1
100185,"Saraland City School District, AL",255,3,36,201,0,0,0,0,0,0
100188,"Chickasaw City School District, AL",83,1,63,19,0,1,.25396827,1,.52631581,1
100210,"Auburn City School District, AL",619,36,161,346,0,1,.080745339,1,.39306358,1
100240,"Autauga County School District, AL",786,15,201,544,.26666668,1,.14925373,1,.30882353,1
100270,"Baldwin County School District, AL",1937,125,286,1476,.23999999,1,.073426574,1,.30352303,1
100300,"Barbour County School District, AL",63,10,50,3,0,0,0,0,0,0
100330,"Bessemer City School District, AL",288,19,262,6,.2631579,1,.083969466,1,.33333334,1
100390,"Birmingham City School District, AL",1181,42,1120,4,.2857143,.97619045,.42767859,.91785717,.5,.75
100420,"Blount County School District, AL",618,82,5,524,0,0,0,0,0,0
100450,"Brewton City School District, AL",104,0,47,55,,,0,0,0,0
100480,"Bullock County School District, AL",85,11,72,2,0,0,0,0,0,0
100510,"Butler County School District, AL",230,4,159,64,0,1,.12578617,1,.421875,1
100540,"Calhoun County School District, AL",542,23,63,446,.17391305,1,.12698413,1,.2600897,1
100600,"Chambers County School District, AL",294,2,140,150,0,1,.10714286,.94999999,.18666667,.95333332
100630,"Cherokee County School District, AL",329,6,26,254,0,1,.07692308,.69230771,.13779527,.68503934
100690,"Choctaw County School District, AL",115,1,75,39,0,0,0,0,0,0
100720,"Clarke County School District, AL",193,2,123,65,0,0,.040650405,.35772356,.2,.44615385
100780,"Cleburne County School District, AL",186,4,11,167,0,1,.18181819,.81818181,.1257485,.97604793
100810,"Coffee County School District, AL",154,2,1,148,0,0,0,0,.047297299,.38513514
100840,"Colbert County School District, AL",194,7,26,158,0,.85714287,.1923077,.80769229,.22151899,.77215189
100900,"Coosa County School District, AL",86,2,41,43,0,1,.24390244,1,.37209302,1
100960,"Crenshaw County School District, AL",198,4,66,123,0,0,0,0,0,0
100990,"Cullman City School District, AL",210,16,0,188,.125,1,,,.2606383,1
101020,"Cullman County School District, AL",609,38,1,543,.2631579,1,0,1,.29650092,.97053409
101050,"Dale County School District, AL",240,6,40,189,0,0,0,0,0,0
101110,"Dallas County School District, AL",267,0,208,57,,,.2451923,1,.22807017,1
101140,"DeKalb County School District, AL",563,96,10,356,.1875,.52083331,.40000001,.69999999,.11516854,.41011235
101170,"Decatur City School District, AL",614,127,213,250,.17322835,1,.13145539,1,.428,1
101200,"Demopolis City School District, AL",193,5,106,81,.80000001,1,.17924528,1,.41975307,1
101230,"Dothan City School District, AL",677,25,393,231,.47999999,1,.3918575,1,.75757575,1
101260,"Elba City School District, AL",43,1,18,22,0,0,0,0,0,0
101290,"Elmore County School District, AL",853,31,226,573,0,1,.079646021,1,.29493892,1
101320,"Enterprise City School District, AL",550,66,126,329,.060606062,1,.15873016,1,.50759876,1
101350,"Escambia County School District, AL",347,4,138,192,0,0,0,0,0,0
101380,"Etowah County School District, AL",565,11,23,519,.18181819,1,.26086956,1,.25818881,1
101410,"Eufaula City School District, AL",200,6,110,82,0,1,.036363635,1,.12195122,1
101440,"Fairfield City School District, AL",139,4,135,0,0,1,.18518518,1,,
101470,"Fayette County School District, AL",176,1,31,142,0,0,0,0,0,0
101530,"Florence City School District, AL",347,25,114,187,0,1,.14035088,1,.39037433,1
101560,"Fort Payne City School District, AL",221,77,9,128,.025974026,1,0,1,.171875,1
101590,"Franklin County School District, AL",250,23,5,221,0,0,0,0,0,0
101640,"Geneva City School District, AL",84,0,11,72,,,.18181819,1,.47222221,1
101660,"Geneva County School District, AL",202,12,31,155,0,.58333331,.16129032,.64516127,.15483871,.72903228
101680,"Greene County School District, AL",94,0,93,0,,,.53763443,1,,
101690,"Guntersville City School District, AL",152,6,10,126,0,1,.2,1,.43650794,1
101710,"Hale County School District, AL",81,0,79,2,,,0,0,0,0
101730,"Hartselle City School District, AL",243,10,6,219,.40000001,1,.66666669,1,.45662099,1
101740,"Henry County School District, AL",221,10,73,134,.40000001,1,.2739726,1,.4402985,1
101760,"Homewood City School District, AL",286,29,65,183,1,1,.8923077,1,.97267759,1
101770,"Houston County School District, AL",530,19,92,413,.2631579,.89473683,.16304348,.9130435,.26392251,.88619852
101800,"Huntsville City School District, AL",1395,141,433,708,.28368795,1,.26096997,1,.52118641,1
101830,"Jackson County School District, AL",336,8,12,273,0,0,0,0,0,0
101860,"Jacksonville City School District, AL",128,4,37,81,0,1,.10810811,1,.30864197,1
101890,"Jasper City School District, AL",202,15,36,149,0,0,0,0,0,0
101950,"Lamar County School District, AL",190,4,27,158,0,0,0,0,0,0
101980,"Lanett City School District, AL",37,2,31,3,0,0,0,0,0,0
102010,"Lauderdale County School District, AL",627,6,14,598,0,.5,0,.5,.15719064,.62876254
102040,"Lawrence County School District, AL",329,10,50,222,.1,1,.14,.57999998,.28378379,.98198199
102070,"Lee County School District, AL",622,26,137,439,.42307693,1,.24087591,1,.27107063,1
102100,"Limestone County School District, AL",693,56,62,550,.035714287,.5535714,0,.62903225,.22545454,.95272726
102130,"Linden City School District, AL",44,1,41,2,0,1,.68292683,1,0,1
102160,"Lowndes County School District, AL",125,0,124,1,,,0,0,0,0
102190,"Macon County School District, AL",145,0,144,1,,,.22222222,1,1,1
102220,"Madison County School District, AL",1475,40,276,978,0,1,.1594203,1,.31083843,1
102250,"Marengo County School District, AL",97,1,61,34,0,0,.1147541,.36065573,0,0
102310,"Marion County School District, AL",260,11,10,237,0,0,0,0,0,0
102350,"Midfield City School District, AL",102,0,100,2,,,.16,1,0,1
102370,"Mobile County School District, AL",3979,107,1962,1703,.12149533,.83177572,.096839957,.65698266,.17087492,.85026425
102430,"Montgomery County School District, AL",2017,101,1613,206,.059405942,.60396039,.10539368,.70055795,.32038835,.97572815
102480,"Morgan County School District, AL",539,49,16,465,0,.67346936,.25,.625,.025806451,.33763441
102490,"Mountain Brook City School District, AL",364,4,1,355,.5,1,0,1,.36619717,1
102580,"Opelika City School District, AL",321,16,190,108,0,1,.30526316,1,.7037037,1
102610,"Opp City School District, AL",106,0,20,86,,,0,0,0,0
102635,"Oxford City School District, AL",335,30,83,206,0,1,.19277108,1,.28155339,1
102640,"Ozark City School District, AL",157,3,80,72,.66666669,1,.050000001,1,.18055555,1
102650,"Pell City City School District, AL",308,11,45,251,0,1,.15555556,1,.30278885,1
102700,"Phenix City City School District, AL",449,28,298,109,.071428575,1,.053691275,1,.17431192,1
102730,"Pickens County School District, AL",161,3,91,63,0,0,0,0,0,0
102760,"Piedmont City School District, AL",83,0,11,71,,,.36363637,1,.22535211,1
102790,"Pike County School District, AL",179,5,87,84,0,1,.34482759,1,.4642857,1
102850,"Roanoke City School District, AL",118,1,48,63,0,1,.14583333,1,.30158731,1
102880,"Russell County School District, AL",259,15,104,127,.13333334,1,.067307696,1,.1496063,1
102910,"Russellville City School District, AL",209,99,11,94,.070707068,1,.18181819,1,.39361703,1
102940,"Scottsboro City School District, AL",204,11,6,185,0,1,0,1,.1027027,1
102970,"Selma City School District, AL",231,0,230,1,,,0,0,0,0
103000,"Sheffield City School District, AL",68,7,28,30,0,1,.14285715,1,.43333334,1
103030,"Shelby County School District, AL",1393,64,212,1071,.03125,1,.099056602,1,.31652662,1
103062,"St. Clair County School District, AL",660,22,54,570,.27272728,1,.2037037,1,.22105263,1
103090,"Sumter County School District, AL",121,1,118,1,1,1,.35593221,.79661018,0,1
103120,"Sylacauga City School District, AL",149,4,65,79,1,1,.15384616,1,.46835443,1
103150,"Talladega City School District, AL",136,2,100,29,0,0,0,0,0,0
103180,"Talladega County School District, AL",507,7,177,309,0,1,.26553673,1,.25242719,.81877023
103210,"Tallapoosa County School District, AL",203,4,59,139,0,0,.033898305,.06779661,.17985612,.37410071
103270,"Tarrant City School District, AL",81,17,55,6,.41176471,1,.40000001,1,.66666669,1
103300,"Thomasville City School District, AL",93,1,43,47,0,1,.093023255,1,.34042552,1
103330,"Troy City School District, AL",151,5,100,42,0,1,.22,1,.66666669,1
103360,"Tuscaloosa City School District, AL",704,19,495,175,.15789473,1,.14545454,1,.47999999,1
103390,"Tuscaloosa County School District, AL",1396,65,412,894,.061538462,1,.036407769,1,.12080537,1
103420,"Tuscumbia City School District, AL",111,2,31,78,0,0,0,0,0,0
103430,"Vestavia Hills City School District, AL",512,21,32,427,.19047619,1,.125,1,.6088993,1
103450,"Walker County School District, AL",560,17,30,505,0,.23529412,0,.06666667,.035643563,.40198019
103480,"Washington County School District, AL",251,3,67,155,0,.33333334,.059701491,.26865673,.38064516,.60000002
103510,"Wilcox County School District, AL",114,1,112,1,0,1,.22321428,1,0,1
103540,"Winfield City School District, AL",95,4,3,88,0,1,.66666669,1,.18181819,1
200001,"Lower Kuskokwim School District, AK",265,3,0,7,.66666669,1,,,1,1
200003,"Lower Yukon School District, AK",129,0,0,0,,,,,,
200004,"Yupiit School District, AK",36,0,0,0,,,,,,
200005,"Kashunamiut School District, AK",25,0,0,1,,,,,0,1
200007,"Aleutians East Borough School District, AK",17,1,0,2,0,0,,,0,0
200020,"Bering Strait School District, AK",122,0,0,0,,,,,,
200030,"Bristol Bay Borough School District, AK",8,0,0,4,,,,,1,1
200050,"Alaska Gateway School District, AK",30,0,0,8,,,,,0,1
200060,"Cordova City School District, AK",36,3,0,19,0,1,,,.52631581,1
200100,"Delta/Greely School District, AK",57,5,2,47,0,1,0,1,.46808511,1
200120,"Dillingham City School District, AK",17,0,0,2,,,,,1,1
200130,"Galena City School District, AK",7,0,0,2,,,,,0,0
200150,"Ketchikan Gateway Borough School District, AK",128,2,2,72,0,1,0,1,.18055555,.95833331
200180,"Anchorage School District, AK",3411,383,200,1443,.20626631,.98955613,.205,.98500001,.32571033,.97366595
200210,"Juneau Borough School District, AK",348,18,10,169,.33333334,.94444442,.2,1,.39053255,.9585799
200240,"Sitka School District, AK",87,1,1,42,0,0,0,0,0,0
200270,"Haines Borough School District, AK",27,0,0,20,,,,,.2,.94999999
200300,"Hoonah City School District, AK",9,0,1,2,,,0,0,0,0
200330,"Hydaburg City School District, AK",6,0,0,0,,,,,,
200360,"Kake City School District, AK",7,0,0,0,,,,,,
200390,"Kenai Peninsula Borough School District, AK",665,25,5,478,.47999999,1,0,1,.33472803,1
200450,"Klawock City School District, AK",15,1,0,0,0,0,,,,
200480,"Kodiak Island Borough School District, AK",181,17,0,61,.11764706,.82352942,,,.21311475,.83606559
200485,"Lake and Peninsula Borough School District, AK",23,0,2,4,,,0,1,1,1
200510,"Matanuska-Susitna Borough School District, AK",1364,35,23,995,.31428573,1,.39130434,1,.2482412,.98592967
200520,"Iditarod Area School District, AK",13,0,0,1,,,,,0,0
200525,"Annette Island School District, AK",24,0,0,0,,,,,,
200540,"Nenana City School District, AK",6,0,0,5,,,,,0,0
200570,"Nome School District, AK",54,4,0,6,0,1,,,.66666669,1
200600,"Fairbanks North Star Borough School District, AK",942,78,62,549,.12820514,.94871795,.064516127,.91935486,.23497267,.87249547
200610,"North Slope Borough School District, AK",104,1,1,2,0,0,0,0,0,0
200625,"Northwest Arctic Borough School District, AK",136,0,2,3,,,1,1,1,1
200660,"Petersburg Borough School District, AK",40,1,2,32,0,1,0,1,.3125,1
200670,"Pribilof School District, AK",12,0,0,0,,,,,,
200680,"St. Marys City School District, AK",12,0,0,0,,,,,,
200700,"Southeast Island School District, AK",13,0,0,11,,,,,0,0
200710,"Southwest Region School District, AK",45,0,0,1,,,,,1,1
200715,"Tanana City School District, AK",1,0,0,0,,,,,,
200720,"Unalaska City School District, AK",35,3,1,4,0,1,0,1,1,1
200730,"Chatham School District, AK",13,0,3,5,,,0,0,0,0
200760,"Kuspuk School District, AK",29,0,0,1,,,,,0,0
200770,"Denali Borough School District, AK",64,7,1,46,0,0,0,0,.065217391,.23913044
200775,"Yukon Flats School District, AK",20,0,0,0,,,,,,
200780,"Valdez City School District, AK",56,6,1,37,0,1,0,1,.27027026,1
200800,"Chugach School District, AK",18,2,0,8,1,1,,,1,1
200810,"Wrangell School District, AK",24,0,0,11,,,,,.36363637,1
400001,"Cave Creek Unified District, AZ",508,39,2,450,.38461539,1,0,1,.38666666,1
400003,"Chino Valley Unified District, AZ",187,65,2,115,.10769231,.86153847,0,1,.19130434,.96521741
400021,"Colorado City Unified District, AZ",84,0,0,83,,,,,.60240966,1
400022,"Vernon Elementary District, AZ",10,3,1,6,1,1,1,1,1,1
400023,"Pinon Unified District, AZ",92,0,0,0,,,,,,
400026,"Heber-Overgaard Unified District, AZ",34,6,0,27,.66666669,1,,,.48148149,1
400112,"American Leadership Academy  Inc., AZ",193,32,10,135,.59375,1,.69999999,1,.54074073,1
400295,"Kingman Unified School District, AZ",579,86,7,440,.11627907,.6511628,0,.85714287,.175,.67727274
400419,"Gila County Regional School District, AZ",1,0,0,0,,,,,,
400480,"Aguila Elementary District, AZ",14,13,0,0,.76923078,1,,,,
400520,"Ajo Unified District, AZ",31,24,0,3,.083333336,1,,,0,1
400600,"Alhambra Elementary District, AZ",1434,1182,91,76,.25126904,.96615905,.31868133,.93406594,.5131579,.94736844
400630,"Alpine Elementary District, AZ",6,1,0,5,0,0,,,0,0
400638,"Edkey  Inc. - Pathfinder Academy, AZ",9,1,0,8,0,0,,,0,0
400680,"Amphitheater Unified District, AZ",1103,430,50,544,.086046509,.95581394,.12,.94,.17463236,.9522059
400790,"Apache Junction Unified District, AZ",432,131,9,270,.053435113,.96183205,0,1,.077777781,.96666664
400870,"Ash Creek Elementary District, AZ",5,2,0,3,0,1,,,0,1
400902,"The Farm at Mission Montessori Academy, AZ",14,1,1,10,0,0,0,0,0,0
400904,"Edkey  Inc. - Sequoia Pathway Academy, AZ",85,29,3,47,.13793103,1,.66666669,1,.21276596,1
400910,"Ash Fork Joint Unified District, AZ",21,10,1,10,0,0,0,0,0,0
400919,"Lincoln Preparatory Academy, AZ",24,1,1,13,0,1,0,1,0,1
400933,"Legacy Traditional School - Surprise, AZ",87,21,4,57,.095238097,1,.5,1,.22807017,1
400940,"Academy of Mathematics and Science Inc. 2, AZ",20,18,2,0,0,0,0,0,,
400960,"Avondale Elementary District, AZ",700,419,94,148,.019093079,.6157518,0,.5,.067567565,.6554054
401000,"Bagdad Unified School District, AZ",29,5,0,20,0,0,,,0,0
401050,"Balsz Elementary District, AZ",267,175,52,23,.12571429,.65142858,.03846154,.48076922,.17391305,.34782609
401180,"Bisbee Unified District, AZ",52,37,0,12,.10810811,1,,,.16666667,1
401230,"Blue Elementary District, AZ",2,0,0,2,,,,,0,0
401260,"Bonita Elementary District, AZ",8,3,0,5,.66666669,1,,,.40000001,1
401290,"Bouse Elementary District, AZ",5,2,0,3,0,1,,,0,1
401330,"Bowie Unified District, AZ",4,3,0,1,0,0,,,0,0
401380,"Buckeye Elementary District, AZ",448,248,54,129,0,0,0,0,0,0
401460,"Sierra Vista Unified District, AZ",409,145,32,175,.13103448,.93793106,.0625,.84375,.16,.92571431
401600,"Camp Verde Unified District, AZ",132,37,0,78,0,0,,,0,0
401650,"Canon Elementary District, AZ",15,4,1,10,0,0,0,0,0,0
401680,"Cartwright Elementary District, AZ",2234,2018,87,82,.039147671,.058969278,.022988506,.022988506,0,.012195121
401710,"Casa Grande Elementary District, AZ",888,533,38,232,.23264541,1,.21052632,1,.34051725,1
401760,"Catalina Foothills Unified District, AZ",418,108,7,253,.1574074,1,.2857143,1,.29249012,1
401810,"Cedar Unified District, AZ",13,0,0,0,,,,,,
401870,"Chandler Unified District, AZ",3570,904,214,1968,.27323008,.9988938,.27570093,.98598129,.42479676,.99644309
401940,"Chinle Unified District, AZ",295,0,0,1,,,,,0,0
402130,"Cochise Elementary District, AZ",6,0,0,6,,,,,.66666669,1
402190,"Concho Elementary District, AZ",25,6,0,17,0,0,,,0,0
402220,"Congress Elementary District, AZ",12,3,1,7,.66666669,1,1,1,0,1
402250,"Continental Elementary District, AZ",54,30,3,18,.13333334,1,0,1,.3888889,1
402370,"Cottonwood-Oak Creek Elementary District, AZ",268,107,1,154,0,.046728972,0,0,.012987013,.14285715
402400,"Crane Elementary District, AZ",760,614,10,104,.21335505,1,.40000001,1,.30769232,1
402530,"Douglas Unified District, AZ",419,410,0,9,.13658537,.74634147,,,.33333334,1
402690,"Dysart Unified District, AZ",2224,819,189,1075,0,.031746034,0,.037037037,0,.014883721
402760,"Elfrida Elementary District, AZ",13,4,0,9,0,0,,,0,0
402790,"Eloy Elementary District, AZ",98,74,10,5,.54054052,1,.40000001,1,.80000001,1
402860,"Flagstaff Unified District, AZ",916,201,4,488,.10945274,.98507464,0,1,.23565574,1
402920,"Florence Unified School District, AZ",689,247,72,331,.22267206,1,.29166666,1,.25377643,1
403040,"Fountain Hills Unified District, AZ",135,17,4,95,.11764706,1,0,1,.45263159,1
403060,"Fowler Elementary District, AZ",317,248,21,30,.17741935,1,.2857143,1,.2,1
403150,"Fort Huachuca Accommodation District, AZ",94,23,19,45,.086956523,1,.10526316,1,.22222222,1
403200,"Fort Thomas Unified District, AZ",49,1,0,6,0,0,,,0,0
403240,"Gadsden Elementary District, AZ",782,778,0,4,.2647815,.9640103,,,.5,.75
403290,"Ganado Unified District, AZ",139,4,0,0,0,1,,,,
403310,"Gila Bend Unified District, AZ",24,17,0,2,0,0,,,0,0
403400,"Gilbert Unified District, AZ",3110,612,115,2148,.13235295,.97875816,.19130434,.98260868,.2811918,.9962756
403420,"Glendale Elementary District, AZ",1346,986,122,161,.16227181,.96754563,.13114753,.98360658,.24223602,.97515529
403500,"Globe Unified District, AZ",139,44,0,53,.090909094,.88636363,,,.13207547,.96226418
403550,"Grand Canyon Unified District, AZ",21,8,0,6,0,0,,,0,0
403780,"Higley Unified District, AZ",1209,245,51,807,.27346939,1,.23529412,1,.34324658,1
403870,"Humboldt Unified District, AZ",503,154,5,313,.14285715,.95454544,.60000002,1,.29073483,.96805114
403900,"Hyder Elementary District, AZ",15,13,0,2,0,0,,,0,0
403950,"Indian Oasis-Baboquivari Unified District, AZ",64,0,0,0,,,,,,
403960,"Isaac Elementary District, AZ",726,676,28,13,.13313609,1,.21428572,1,.15384616,1
403990,"J. O. Combs Unified School District, AZ",401,113,18,252,.17699115,1,.22222222,1,.3531746,1
404010,"Joseph City Unified District, AZ",28,4,0,21,0,0,,,0,0
404060,"Kayenta Unified District, AZ",118,0,0,1,,,,,0,0
404170,"Kirkland Elementary District, AZ",5,2,0,3,0,0,,,0,0
404230,"Kyrene Elementary District, AZ",2249,541,248,1110,.14787431,1,.088709675,1,.25945947,1
404290,"Laveen Elementary District, AZ",890,477,209,122,.28301886,.95807129,.23923445,.9952153,.36065573,.92622954
404320,"Liberty Elementary District, AZ",618,241,38,309,.23651452,1,.15789473,1,.32362458,1
404380,"Litchfield Elementary District, AZ",1418,529,145,633,.051039696,.051039696,.013793103,.013793103,.080568723,.080568723
404410,"Littlefield Unified District, AZ",36,23,0,12,0,0,,,0,0
404440,"Littleton Elementary District, AZ",726,505,77,89,.025742574,.073267326,.025974026,.11688311,.17977528,.38202247
404500,"Madison Elementary District, AZ",681,266,42,312,.045112781,.33458647,.023809524,.38095239,.16025642,.45512819
404630,"Marana Unified District, AZ",1058,367,30,582,.15531336,.99727523,.40000001,1,.19072165,.99828178
404720,"Maricopa Unified School District, AZ",537,170,64,242,.17647059,1,.09375,1,.28512397,1
404770,"Altar Valley Elementary District, AZ",77,36,0,27,0,0,,,0,0
404820,"Mayer Unified District, AZ",33,5,0,25,0,0,,,0,0
404860,"McNary Elementary District, AZ",10,0,0,0,,,,,,
404920,"McNeal Elementary District, AZ",11,2,2,7,0,0,0,0,0,0
404970,"Mesa Unified District, AZ",5362,2211,215,2447,.14834917,.98507464,.17209302,.95813954,.29178587,.97711486
405030,"Miami Unified District, AZ",94,44,1,46,.090909094,1,0,1,.2173913,1
405340,"Morristown Elementary District, AZ",11,1,0,9,0,1,,,.22222222,1
405430,"Naco Elementary District, AZ",32,32,0,0,0,0,,,,
405460,"Nadaburg Unified School District, AZ",103,44,3,54,0,0,0,0,0,0
405530,"Nogales Unified District, AZ",448,443,0,2,.20090294,.98645598,,,.5,1
405670,"Osborn Elementary District, AZ",58,42,6,3,0,0,0,0,0,0
405730,"Owens-Whitney Elementary District, AZ",1,1,0,0,0,0,,,,
405760,"Tonto Basin Elementary District, AZ",2,0,0,2,,,,,0,0
405820,"Page Unified District, AZ",183,9,1,40,.44444445,1,1,1,.47499999,1
405850,"Palo Verde Elementary District, AZ",50,25,1,22,0,0,0,0,0,0
405880,"Palominas Elementary District, AZ",120,29,6,80,.27586207,1,.66666669,1,.52499998,1
405930,"Paradise Valley Unified District, AZ",2752,780,72,1648,.20256411,.98974359,.20833333,.97222221,.24211165,.99271846
406070,"Payson Unified District, AZ",186,33,2,145,.15151516,1,0,1,.1724138,.97241378
406120,"Peach Springs Unified District, AZ",15,0,0,0,,,,,,
406150,"Pearce Elementary District, AZ",3,1,0,2,0,0,,,0,0
406210,"Pendergast Elementary District, AZ",1125,839,95,138,0,0,0,0,0,0
406250,"Peoria Unified School District, AZ",2988,897,120,1663,0,.070234112,.0083333338,.06666667,.0078171976,.16837041
406300,"Phoenix Elementary District, AZ",976,680,61,163,.023529412,.050000001,.032786883,.065573767,.43558282,.72392637
406440,"Pima Unified District, AZ",63,16,1,44,.25,1,0,1,.43181819,1
406510,"Pine Strawberry Elementary District, AZ",22,2,1,19,0,0,0,0,0,0
406580,"Blue Ridge Unified District, AZ",160,41,0,82,0,0,,,0,0
406630,"Pomerene Elementary District, AZ",10,1,0,9,0,0,,,0,0
406730,"Prescott Unified District, AZ",473,57,6,377,.21052632,.94736844,.33333334,1,.42970821,.93899202
406740,"Sanders Unified District, AZ",72,1,0,1,0,1,,,0,1
406780,"Quartzsite Elementary District, AZ",33,15,0,17,0,0,,,0,0
406810,"Queen Creek Unified District, AZ",871,157,23,653,.21019109,.99363059,.26086956,.95652175,.32924962,.99081165
406850,"Ray Unified District, AZ",41,28,0,12,0,0,,,0,0
406870,"Red Mesa Unified District, AZ",39,0,0,1,,,,,0,1
406900,"Red Rock Elementary District, AZ",27,8,0,15,0,0,,,0,0
406960,"San Carlos Unified District, AZ",112,0,1,0,,,0,0,,
407020,"Riverside Elementary District, AZ",84,65,13,3,.24615385,1,.15384616,1,0,1
407130,"Round Valley Unified District, AZ",85,20,1,61,.25,1,0,1,.1147541,1
407240,"Safford Unified District, AZ",227,105,1,116,.18095239,1,0,1,.36206895,1
407300,"Sahuarita Unified District, AZ",452,238,23,176,.12184874,1,.17391305,1,.32386363,1
407430,"San Simon Unified District, AZ",10,6,0,3,0,1,,,0,1
407500,"Santa Cruz Elementary District, AZ",26,25,0,1,1,1,,,1,1
407520,"Santa Cruz Valley Unified District, AZ",281,266,1,13,0,0,0,0,0,0
407570,"Scottsdale Unified District, AZ",2081,400,71,1377,.14,1,.028169014,1,.24037763,1
407630,"Seligman Unified District, AZ",11,1,0,6,0,0,,,0,0
407680,"Sentinel Elementary District, AZ",6,4,0,2,0,0,,,0,0
407700,"Show Low Unified District, AZ",234,38,1,179,.10526316,.97368419,0,1,.20670392,.88268155
407750,"Deer Valley Unified District, AZ",3109,582,116,2173,.06185567,.96219933,.12931034,.98275864,.13575701,.959503
407820,"Snowflake Unified District, AZ",188,20,0,152,0,0,,,0,0
407890,"Somerton Elementary District, AZ",305,286,3,4,.23426573,1,.66666669,1,0,1
407920,"Sonoita Elementary District, AZ",15,4,0,11,1,1,,,.90909094,1
408020,"St. David Unified District, AZ",34,3,0,30,0,1,,,.23333333,1
408080,"St. Johns Unified District, AZ",78,21,0,45,.47619048,1,,,.75555557,1
408130,"Stanfield Elementary District, AZ",58,41,1,3,0,0,0,0,0,0
408170,"Sunnyside Unified District, AZ",1411,1248,37,66,.29487181,.9599359,.32432431,1,.36363637,.969697
408230,"Superior Unified School District, AZ",25,18,1,3,.22222222,1,0,1,0,1
408280,"Tanque Verde Unified District, AZ",262,52,9,181,.07692308,.76923078,0,.44444445,.12154696,.74585634
408310,"Tempe School District, AZ",1137,595,138,247,.19159664,.89411765,.13768116,.84782606,.35222673,.95951414
408410,"Thatcher Unified District, AZ",134,28,0,99,.071428575,1,,,.19191919,1
408460,"Hillside Elementary District, AZ",1,0,0,1,,,,,0,0
408550,"Toltec Elementary District, AZ",110,69,8,28,0,0,0,0,0,0
408600,"Tombstone Unified District, AZ",70,23,8,36,0,0,0,0,0,0
408680,"Tuba City Unified District, AZ",108,2,0,0,0,0,,,,
408800,"Tucson Unified District, AZ",3695,2346,232,783,.032821823,.17050299,.02586207,.28448275,.083014049,.27203065
408820,"Union Elementary District, AZ",336,232,60,25,0,0,0,0,0,0
408850,"Vail Unified District, AZ",719,220,49,399,.12272727,.9909091,.20408164,1,.24812031,.97744364
408880,"Valentine Elementary District, AZ",4,0,0,0,,,,,,
409060,"Washington Elementary District, AZ",2711,1375,205,856,.0014545454,.010181818,0,.03902439,.0070093456,.053738318
409160,"Whiteriver Unified District, AZ",115,3,0,0,0,1,,,,
409190,"Wickenburg Unified District, AZ",87,26,1,60,0,1,0,1,.30000001,1
409250,"Willcox Unified District, AZ",84,65,0,18,0,0,,,0,0
409310,"Williams Unified District, AZ",50,24,0,23,0,0,,,0,0
409390,"Wilson Elementary District, AZ",113,104,9,0,.35576922,1,0,1,,
409430,"Window Rock Unified District, AZ",149,2,0,0,1,1,,,,
409510,"Yarnell Elementary District, AZ",5,0,0,5,,,,,0,0
409600,"Yuma Elementary District, AZ",1105,784,27,266,0,0,0,0,0,0
500001,"DeWitt School District, AR",111,5,19,85,0,0,0,0,0,0
500006,"Warren School District, AR",122,27,45,49,0,0,0,0,0,0
500009,"Corning Public Schools, AR",64,2,0,62,0,1,,,.3548387,1
500012,"Riverside School District, AR",57,1,3,53,0,1,0,1,.41509435,1
500015,"Sheridan School District, AR",347,5,7,324,0,1,.2857143,1,.14197531,1
500016,"Marmaduke School District, AR",60,1,1,58,0,1,1,1,.27586207,1
500017,"Paragould School District, AR",228,14,14,192,0,0,0,0,0,0
500019,"Batesville School District, AR",227,28,14,171,0,1,.14285715,1,.12865497,1
500020,"Midland School District, AR",51,4,2,45,0,1,0,1,0,1
500021,"Izard Cty Consolidated Schools, AR",35,1,1,32,0,0,0,0,0,0
500023,"Newport School District, AR",89,8,37,42,.25,1,.054054055,1,.16666667,1
500028,"Star City School District, AR",131,4,30,93,0,0,0,0,0,0
500029,"Gosnell School District, AR",96,3,23,67,.66666669,1,.69565219,1,.82089549,1
500030,"Nevada School District, AR",34,0,16,17,,,0,0,0,0
500032,"Bearden School District, AR",38,0,22,16,,,0,1,0,1
500041,"Western Yell County School District, AR",22,4,0,15,0,0,,,0,0
500042,"Hamburg School District, AR",171,32,37,102,0,0,0,0,0,0
500043,"Mountain Home School District, AR",316,8,1,292,.25,1,0,1,.18835616,1
500044,"Magnolia School District, AR",214,5,119,84,.40000001,1,.1092437,1,.51190478,1
